resolution_time,name,configuration,mention_time
8900,deeplearning4j,Gitter-issues,
176,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
176,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
176,deeplearning4j,Gitter-issues,
58,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
268,deeplearning4j,Gitter-issues,
1,deeplearning4j,Gitter-issues,
176,deeplearning4j,Gitter-issues,
315,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
238,deeplearning4j,Gitter-issues,
27,deeplearning4j,Gitter-issues,
1,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
13,deeplearning4j,Gitter-issues,
71,deeplearning4j,Gitter-issues,
238,deeplearning4j,Gitter-issues,
260,deeplearning4j,Gitter-issues,
1642,deeplearning4j,Gitter-issues,
98,deeplearning4j,Gitter-issues,
151,deeplearning4j,Gitter-issues,
146,deeplearning4j,Gitter-issues,
260,deeplearning4j,Gitter-issues,
260,deeplearning4j,Gitter-issues,
11615,deeplearning4j,Gitter-issues,
323,deeplearning4j,Gitter-issues,
12,deeplearning4j,Gitter-issues,
321,deeplearning4j,Gitter-issues,
321,deeplearning4j,Gitter-issues,
146,deeplearning4j,Gitter-issues,
218,deeplearning4j,Gitter-issues,
311,deeplearning4j,Gitter-issues,
311,deeplearning4j,Gitter-issues,
0,deeplearning4j,Gitter-issues,
5,deeplearning4j,Gitter-issues,
5,deeplearning4j,Gitter-issues,
64,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
2,deeplearning4j,Gitter-issues,
59,deeplearning4j,Gitter-issues,
316,deeplearning4j,Gitter-issues,
666,deeplearning4j,Gitter-issues,
358,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
2628,deeplearning4j,Gitter-issues,
200,deeplearning4j,Gitter-issues,
5720,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
253,deeplearning4j,Gitter-issues,
297,deeplearning4j,Gitter-issues,
1275,deeplearning4j,Gitter-issues,
297,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
25,deeplearning4j,Gitter-issues,
25,deeplearning4j,Gitter-issues,
83,deeplearning4j,Gitter-issues,
56,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
121,deeplearning4j,Gitter-issues,
30,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
17,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
0,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
421,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
421,deeplearning4j,Gitter-issues,
686,deeplearning4j,Gitter-issues,
20,deeplearning4j,Gitter-issues,
20,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
84,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
2,deeplearning4j,Gitter-issues,
20,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
515,deeplearning4j,Gitter-issues,
515,deeplearning4j,Gitter-issues,
11,deeplearning4j,Gitter-issues,
477,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
1,deeplearning4j,Gitter-issues,
3285,deeplearning4j,Gitter-issues,
401,deeplearning4j,Gitter-issues,
401,deeplearning4j,Gitter-issues,
401,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
401,deeplearning4j,Gitter-issues,
2521,deeplearning4j,Gitter-issues,
3849,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
173,deeplearning4j,Gitter-issues,
196,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
220,deeplearning4j,Gitter-issues,
446,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
1,deeplearning4j,Gitter-issues,
2396,deeplearning4j,Gitter-issues,
173,deeplearning4j,Gitter-issues,
12,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
12,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
22,deeplearning4j,Gitter-issues,
807,deeplearning4j,Gitter-issues,
339,deeplearning4j,Gitter-issues,
12,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
401,deeplearning4j,Gitter-issues,
0,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
78,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
78,deeplearning4j,Gitter-issues,
3,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
387,deeplearning4j,Gitter-issues,
105,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
1,deeplearning4j,Gitter-issues,
8,deeplearning4j,Gitter-issues,
510,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
510,deeplearning4j,Gitter-issues,
510,deeplearning4j,Gitter-issues,
24,deeplearning4j,Gitter-issues,
510,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
22,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
37,deeplearning4j,Gitter-issues,
0,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
11,deeplearning4j,Gitter-issues,
11,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
11,deeplearning4j,Gitter-issues,
10,deeplearning4j,Gitter-issues,
10,deeplearning4j,Gitter-issues,
10,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
311,deeplearning4j,Gitter-issues,
11,deeplearning4j,Gitter-issues,
11,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
252,deeplearning4j,Gitter-issues,
438,deeplearning4j,Gitter-issues,
61,deeplearning4j,Gitter-issues,
1348,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
0,deeplearning4j,Gitter-issues,
6333,deeplearning4j,Gitter-issues,
66,deeplearning4j,Gitter-issues,
66,deeplearning4j,Gitter-issues,
66,deeplearning4j,Gitter-issues,
1076,deeplearning4j,Gitter-issues,
7,deeplearning4j,Gitter-issues,
1246,deeplearning4j,Gitter-issues,
1246,deeplearning4j,Gitter-issues,
225,deeplearning4j,Gitter-issues,
225,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
1117,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
411,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
3209,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
6,deeplearning4j,Gitter-issues,
NA,deeplearning4j,Gitter-issues,
422,deeplearning4j,Gitter-issues,
0,deeplearning4j,Gitter-issues,
63,deeplearning4j,Gitter-issues,
1,gulp,Gitter-issues,
1,gulp,Gitter-issues,
4,gulp,Gitter-issues,
4,gulp,Gitter-issues,
15,gulp,Gitter-issues,
9463,gulp,Gitter-issues,
39,gulp,Gitter-issues,
58,gulp,Gitter-issues,
2,gulp,Gitter-issues,
0,gulp,Gitter-issues,
0,gulp,Gitter-issues,
257,gulp,Gitter-issues,
22,gulp,Gitter-issues,
1,gulp,Gitter-issues,
95,gulp,Gitter-issues,
380,gulp,Gitter-issues,
1,gulp,Gitter-issues,
25530,gulp,Gitter-issues,
14377,gulp,Gitter-issues,
15698,gulp,Gitter-issues,
14377,gulp,Gitter-issues,
15698,gulp,Gitter-issues,
25530,gulp,Gitter-issues,
1,gulp,Gitter-issues,
1,gulp,Gitter-issues,
1,gulp,Gitter-issues,
257,gulp,Gitter-issues,
9463,gulp,Gitter-issues,
735,gulp,Gitter-issues,
1,gulp,Gitter-issues,
2,gulp,Gitter-issues,
10,gulp,Gitter-issues,
1,gulp,Gitter-issues,
0,gulp,Gitter-issues,
5543,JTAppleCalendar,Gitter-issues,
5698,JTAppleCalendar,Gitter-issues,
5698,JTAppleCalendar,Gitter-issues,
5698,JTAppleCalendar,Gitter-issues,
266,JTAppleCalendar,Gitter-issues,
5698,JTAppleCalendar,Gitter-issues,
0,JTAppleCalendar,Gitter-issues,
0,JTAppleCalendar,Gitter-issues,
5543,JTAppleCalendar,Gitter-issues,
5698,JTAppleCalendar,Gitter-issues,
180,JTAppleCalendar,Gitter-issues,
437,JTAppleCalendar,Gitter-issues,
0,JTAppleCalendar,Gitter-issues,
1191,JTAppleCalendar,Gitter-issues,
2981,JTAppleCalendar,Gitter-issues,
2981,JTAppleCalendar,Gitter-issues,
5879,JTAppleCalendar,Gitter-issues,
5879,JTAppleCalendar,Gitter-issues,
5879,JTAppleCalendar,Gitter-issues,
437,JTAppleCalendar,Gitter-issues,
158,JTAppleCalendar,Gitter-issues,
91,JTAppleCalendar,Gitter-issues,
3455,JTAppleCalendar,Gitter-issues,
18,JTAppleCalendar,Gitter-issues,
917,JTAppleCalendar,Gitter-issues,
146,JTAppleCalendar,Gitter-issues,
146,JTAppleCalendar,Gitter-issues,
387,JTAppleCalendar,Gitter-issues,
437,JTAppleCalendar,Gitter-issues,
139,JTAppleCalendar,Gitter-issues,
139,JTAppleCalendar,Gitter-issues,
25,JTAppleCalendar,Gitter-issues,
437,JTAppleCalendar,Gitter-issues,
387,JTAppleCalendar,Gitter-issues,
437,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
10193,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
562,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
140,JTAppleCalendar,Gitter-issues,
437,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
5698,JTAppleCalendar,Gitter-issues,
5879,JTAppleCalendar,Gitter-issues,
13589,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
8,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
8,JTAppleCalendar,Gitter-issues,
8,JTAppleCalendar,Gitter-issues,
12896,JTAppleCalendar,Gitter-issues,
36,JTAppleCalendar,Gitter-issues,
0,JTAppleCalendar,Gitter-issues,
1,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
1139,JTAppleCalendar,Gitter-issues,
437,JTAppleCalendar,Gitter-issues,
385,JTAppleCalendar,Gitter-issues,
2,JTAppleCalendar,Gitter-issues,
NA,JTAppleCalendar,Gitter-issues,
48,JTAppleCalendar,Gitter-issues,
173,JTAppleCalendar,Gitter-issues,
5626,JTAppleCalendar,Gitter-issues,
5698,JTAppleCalendar,Gitter-issues,
0,JTAppleCalendar,Gitter-issues,
0,JTAppleCalendar,Gitter-issues,
0,JTAppleCalendar,Gitter-issues,
90,JTAppleCalendar,Gitter-issues,
0,JTAppleCalendar,Gitter-issues,
1013,JTAppleCalendar,Gitter-issues,
5,JTAppleCalendar,Gitter-issues,
159,JTAppleCalendar,Gitter-issues,
437,JTAppleCalendar,Gitter-issues,
492,JTAppleCalendar,Gitter-issues,
196,JTAppleCalendar,Gitter-issues,
437,JTAppleCalendar,Gitter-issues,
27,magento2,Gitter-issues,
27,magento2,Gitter-issues,
1,magento2,Gitter-issues,
1075,magento2,Gitter-issues,
25,magento2,Gitter-issues,
0,magento2,Gitter-issues,
4699,magento2,Gitter-issues,
742,magento2,Gitter-issues,
672,magento2,Gitter-issues,
1830,magento2,Gitter-issues,
4,magento2,Gitter-issues,
39,magento2,Gitter-issues,
506,magento2,Gitter-issues,
670,magento2,Gitter-issues,
4367,magento2,Gitter-issues,
4,magento2,Gitter-issues,
3,magento2,Gitter-issues,
12598,magento2,Gitter-issues,
280,magento2,Gitter-issues,
5833,magento2,Gitter-issues,
NA,magento2,Gitter-issues,
8071,magento2,Gitter-issues,
8624,magento2,Gitter-issues,
17,magento2,Gitter-issues,
10299,magento2,Gitter-issues,
296,magento2,Gitter-issues,
2,magento2,Gitter-issues,
1121,magento2,Gitter-issues,
727,magento2,Gitter-issues,
0,magento2,Gitter-issues,
48,magento2,Gitter-issues,
0,magento2,Gitter-issues,
10299,magento2,Gitter-issues,
114,magento2,Gitter-issues,
8605,magento2,Gitter-issues,
4080,magento2,Gitter-issues,
0,magento2,Gitter-issues,
11295,magento2,Gitter-issues,
339,magento2,Gitter-issues,
17,magento2,Gitter-issues,
42,magento2,Gitter-issues,
2404,magento2,Gitter-issues,
1,mailboxer,Gitter-issues,
370,mailboxer,Gitter-issues,
12815,mailboxer,Gitter-issues,
27,material-design-lite,Gitter-issues,
27,material-design-lite,Gitter-issues,
1,material-design-lite,Gitter-issues,
1075,material-design-lite,Gitter-issues,
25,material-design-lite,Gitter-issues,
0,material-design-lite,Gitter-issues,
4699,material-design-lite,Gitter-issues,
742,material-design-lite,Gitter-issues,
672,material-design-lite,Gitter-issues,
1830,material-design-lite,Gitter-issues,
4,material-design-lite,Gitter-issues,
39,material-design-lite,Gitter-issues,
506,material-design-lite,Gitter-issues,
670,material-design-lite,Gitter-issues,
4367,material-design-lite,Gitter-issues,
4,material-design-lite,Gitter-issues,
3,material-design-lite,Gitter-issues,
12598,material-design-lite,Gitter-issues,
280,material-design-lite,Gitter-issues,
5833,material-design-lite,Gitter-issues,
NA,material-design-lite,Gitter-issues,
8071,material-design-lite,Gitter-issues,
8624,material-design-lite,Gitter-issues,
17,material-design-lite,Gitter-issues,
10299,material-design-lite,Gitter-issues,
296,material-design-lite,Gitter-issues,
2,material-design-lite,Gitter-issues,
1121,material-design-lite,Gitter-issues,
727,material-design-lite,Gitter-issues,
0,material-design-lite,Gitter-issues,
48,material-design-lite,Gitter-issues,
0,material-design-lite,Gitter-issues,
10299,material-design-lite,Gitter-issues,
114,material-design-lite,Gitter-issues,
8605,material-design-lite,Gitter-issues,
4080,material-design-lite,Gitter-issues,
0,material-design-lite,Gitter-issues,
11295,material-design-lite,Gitter-issues,
339,material-design-lite,Gitter-issues,
17,material-design-lite,Gitter-issues,
42,material-design-lite,Gitter-issues,
2404,material-design-lite,Gitter-issues,
10524,meteor,Gitter-issues,
1,meteor,Gitter-issues,
18553,meteor,Gitter-issues,
108,meteor,Gitter-issues,
18810,meteor,Gitter-issues,
50,meteor,Gitter-issues,
455,meteor,Gitter-issues,
0,meteor,Gitter-issues,
267,meteor,Gitter-issues,
115,meteor,Gitter-issues,
1756,meteor,Gitter-issues,
8978,meteor,Gitter-issues,
125,meteor,Gitter-issues,
15265,meteor,Gitter-issues,
21325,meteor,Gitter-issues,
914,meteor,Gitter-issues,
0,meteor,Gitter-issues,
5215,meteor,Gitter-issues,
151,meteor,Gitter-issues,
12525,meteor,Gitter-issues,
36,meteor,Gitter-issues,
11,meteor,Gitter-issues,
430,meteor,Gitter-issues,
429,meteor,Gitter-issues,
5215,meteor,Gitter-issues,
2051,meteor,Gitter-issues,
5866,meteor,Gitter-issues,
32,meteor,Gitter-issues,
15338,meteor,Gitter-issues,
9242,meteor,Gitter-issues,
930,meteor,Gitter-issues,
939,meteor,Gitter-issues,
8306,meteor,Gitter-issues,
704,meteor,Gitter-issues,
2846,meteor,Gitter-issues,
0,meteor,Gitter-issues,
1372,meteor,Gitter-issues,
12965,meteor,Gitter-issues,
1372,meteor,Gitter-issues,
5415,meteor,Gitter-issues,
38,meteor,Gitter-issues,
3962,meteor,Gitter-issues,
749,meteor,Gitter-issues,
352,meteor,Gitter-issues,
959,meteor,Gitter-issues,
959,meteor,Gitter-issues,
1357,meteor,Gitter-issues,
7627,meteor,Gitter-issues,
21314,meteor,Gitter-issues,
8000,meteor,Gitter-issues,
25,meteor,Gitter-issues,
4514,meteor,Gitter-issues,
4514,meteor,Gitter-issues,
95,meteor,Gitter-issues,
430,meteor,Gitter-issues,
87,meteor,Gitter-issues,
19,meteor,Gitter-issues,
1028,meteor,Gitter-issues,
976,meteor,Gitter-issues,
803,meteor,Gitter-issues,
20662,MonoGame,Gitter-issues,
9113,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
47,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
2553,MonoGame,Gitter-issues,
16669,MonoGame,Gitter-issues,
2,MonoGame,Gitter-issues,
2,MonoGame,Gitter-issues,
1,MonoGame,Gitter-issues,
1,MonoGame,Gitter-issues,
888,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
3381,MonoGame,Gitter-issues,
239,MonoGame,Gitter-issues,
245,MonoGame,Gitter-issues,
9072,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
18640,MonoGame,Gitter-issues,
20119,MonoGame,Gitter-issues,
21652,MonoGame,Gitter-issues,
3952,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
4,MonoGame,Gitter-issues,
4,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
5794,MonoGame,Gitter-issues,
15000,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
16,MonoGame,Gitter-issues,
217,MonoGame,Gitter-issues,
1815,MonoGame,Gitter-issues,
1672,MonoGame,Gitter-issues,
17457,MonoGame,Gitter-issues,
48,MonoGame,Gitter-issues,
18640,MonoGame,Gitter-issues,
2092,MonoGame,Gitter-issues,
6538,MonoGame,Gitter-issues,
145,MonoGame,Gitter-issues,
20,MonoGame,Gitter-issues,
18287,MonoGame,Gitter-issues,
8,MonoGame,Gitter-issues,
46797,MonoGame,Gitter-issues,
69,MonoGame,Gitter-issues,
50,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
12003,MonoGame,Gitter-issues,
112,MonoGame,Gitter-issues,
0,MonoGame,Gitter-issues,
5794,MonoGame,Gitter-issues,
5,MonoGame,Gitter-issues,
409,MonoGame,Gitter-issues,
3976,MonoGame,Gitter-issues,
9126,MonoGame,Gitter-issues,
138,MonoGame,Gitter-issues,
332,MonoGame,Gitter-issues,
332,MonoGame,Gitter-issues,
499,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
8,MonoGame,Gitter-issues,
593,MonoGame,Gitter-issues,
8840,MonoGame,Gitter-issues,
15283,MonoGame,Gitter-issues,
1143,MonoGame,Gitter-issues,
18640,MonoGame,Gitter-issues,
1377,MonoGame,Gitter-issues,
155,MonoGame,Gitter-issues,
1377,MonoGame,Gitter-issues,
1412,MonoGame,Gitter-issues,
1654,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
5,MonoGame,Gitter-issues,
719,MonoGame,Gitter-issues,
1412,MonoGame,Gitter-issues,
1181,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
5371,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
446,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
0,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
151,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
5,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
NA,MonoGame,Gitter-issues,
0,open-event-android,Gitter-issues,
28,open-event-android,Gitter-issues,
61,open-event-android,Gitter-issues,
1,open-event-android,Gitter-issues,
103,open-event-android,Gitter-issues,
70,open-event-android,Gitter-issues,
335,open-event-android,Gitter-issues,
70,open-event-android,Gitter-issues,
1,open-event-android,Gitter-issues,
6,open-event-android,Gitter-issues,
2,open-event-android,Gitter-issues,
15,open-event-android,Gitter-issues,
11,open-event-android,Gitter-issues,
0,open-event-android,Gitter-issues,
0,open-event-android,Gitter-issues,
0,open-event-android,Gitter-issues,
0,open-event-android,Gitter-issues,
7,open-event-android,Gitter-issues,
0,open-event-android,Gitter-issues,
7,open-event-android,Gitter-issues,
7,open-event-android,Gitter-issues,
7,open-event-android,Gitter-issues,
218,open-event-android,Gitter-issues,
374,open-event-android,Gitter-issues,
7,open-event-android,Gitter-issues,
14,open-event-android,Gitter-issues,
45,open-event-android,Gitter-issues,
2,open-event-android,Gitter-issues,
87,open-event-android,Gitter-issues,
23,open-event-android,Gitter-issues,
79,open-event-android,Gitter-issues,
17,open-event-android,Gitter-issues,
73,open-event-android,Gitter-issues,
98,open-event-android,Gitter-issues,
16,open-event-android,Gitter-issues,
3,open-event-android,Gitter-issues,
207,open-event-android,Gitter-issues,
8,open-event-android,Gitter-issues,
2695,open-event-android,Gitter-issues,
4,open-event-android,Gitter-issues,
58,open-event-android,Gitter-issues,
0,open-event-android,Gitter-issues,
87,open-event-android,Gitter-issues,
100,open-event-android,Gitter-issues,
16,open-event-android,Gitter-issues,
6,open-event-android,Gitter-issues,
11,open-event-android,Gitter-issues,
24,open-event-android,Gitter-issues,
24,open-event-android,Gitter-issues,
1,open-event-android,Gitter-issues,
372,open-event-android,Gitter-issues,
21,open-event-android,Gitter-issues,
334,open-event-android,Gitter-issues,
334,open-event-android,Gitter-issues,
34,open-event-android,Gitter-issues,
34,open-event-android,Gitter-issues,
0,open-event-android,Gitter-issues,
16,open-event-android,Gitter-issues,
16,open-event-android,Gitter-issues,
11,open-event-android,Gitter-issues,
46,open-event-android,Gitter-issues,
4,open-event-android,Gitter-issues,
46,open-event-android,Gitter-issues,
1273,open-event-android,Gitter-issues,
1169,open-event-android,Gitter-issues,
9,open-event-android,Gitter-issues,
198,open-event-android,Gitter-issues,
75,open-event-android,Gitter-issues,
74,open-event-android,Gitter-issues,
185,open-event-android,Gitter-issues,
38,open-event-android,Gitter-issues,
59,open-event-android,Gitter-issues,
19,open-event-android,Gitter-issues,
3,open-event-android,Gitter-issues,
30,open-event-android,Gitter-issues,
0,open-event-android,Gitter-issues,
1,open-event-android,Gitter-issues,
66,open-event-android,Gitter-issues,
95,open-event-android,Gitter-issues,
9,open-event-android,Gitter-issues,
34,open-event-android,Gitter-issues,
28,open-event-android,Gitter-issues,
1071,open-event-android,Gitter-issues,
28,open-event-android,Gitter-issues,
171,open-event-android,Gitter-issues,
171,open-event-android,Gitter-issues,
171,open-event-android,Gitter-issues,
31,open-event-android,Gitter-issues,
2,open-event-android,Gitter-issues,
151,open-event-android,Gitter-issues,
6,open-event-android,Gitter-issues,
9,open-event-android,Gitter-issues,
127,open-event-android,Gitter-issues,
1188,open-event-android,Gitter-issues,
1188,open-event-android,Gitter-issues,
NA,open-event-android,Gitter-issues,
6,open-event-android,Gitter-issues,
185,open-event-android,Gitter-issues,
1,open-event-android,Gitter-issues,
1439,open-event-android,Gitter-issues,
1,open-event-android,Gitter-issues,
NA,open-event-android,Gitter-issues,
165,open-event-android,Gitter-issues,
17,open-event-android,Gitter-issues,
785,open-event-android,Gitter-issues,
45,open-event-android,Gitter-issues,
104,open-event-android,Gitter-issues,
73,open-event-android,Gitter-issues,
458,open-event-android,Gitter-issues,
73,open-event-android,Gitter-issues,
1410,open-event-android,Gitter-issues,
49,open-event-android,Gitter-issues,
94,open-event-android,Gitter-issues,
94,open-event-android,Gitter-issues,
1610,open-event-android,Gitter-issues,
69,open-event-android,Gitter-issues,
58,open-event-android,Gitter-issues,
407,open-event-android,Gitter-issues,
153,open-event-android,Gitter-issues,
2403,open-event-android,Gitter-issues,
58,open-event-android,Gitter-issues,
192,open-event-android,Gitter-issues,
45,open-event-android,Gitter-issues,
346,open-event-android,Gitter-issues,
58,open-event-android,Gitter-issues,
346,open-event-android,Gitter-issues,
2,open-event-android,Gitter-issues,
346,open-event-android,Gitter-issues,
120,open-event-android,Gitter-issues,
102,open-event-android,Gitter-issues,
426,open-event-android,Gitter-issues,
117,open-event-android,Gitter-issues,
1017,open-event-android,Gitter-issues,
83,open-event-android,Gitter-issues,
1345,open-event-android,Gitter-issues,
1269,open-event-android,Gitter-issues,
1277,open-event-android,Gitter-issues,
1269,open-event-android,Gitter-issues,
191,open-event-android,Gitter-issues,
288,open-event-android,Gitter-issues,
248,open-event-android,Gitter-issues,
119,open-event-android,Gitter-issues,
33,open-event-android,Gitter-issues,
681,open-event-android,Gitter-issues,
30,open-event-android,Gitter-issues,
654,open-event-android,Gitter-issues,
405,open-event-android,Gitter-issues,
2242,open-event-android,Gitter-issues,
2242,open-event-android,Gitter-issues,
105,open-event-android,Gitter-issues,
105,open-event-android,Gitter-issues,
6024,open-event-android,Gitter-issues,
504,open-event-android,Gitter-issues,
1,open-event-android,Gitter-issues,
32,open-event-android,Gitter-issues,
5,open-event-android,Gitter-issues,
5,open-event-android,Gitter-issues,
33,open-event-android,Gitter-issues,
1,open-event-android,Gitter-issues,
5317,Perfect,Gitter-issues,
5062,Perfect,Gitter-issues,
119,Perfect,Gitter-issues,
3,Perfect,Gitter-issues,
32,Perfect,Gitter-issues,
31,Perfect,Gitter-issues,
58,Perfect,Gitter-issues,
3124,Perfect,Gitter-issues,
155,Perfect,Gitter-issues,
166,Perfect,Gitter-issues,
128,Perfect,Gitter-issues,
241,Perfect,Gitter-issues,
71,Perfect,Gitter-issues,
22,Perfect,Gitter-issues,
6087,react-starter-kit,Gitter-issues,
17,react-starter-kit,Gitter-issues,
2389,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
12155,react-starter-kit,Gitter-issues,
1,react-starter-kit,Gitter-issues,
35,react-starter-kit,Gitter-issues,
155,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
12155,react-starter-kit,Gitter-issues,
437,react-starter-kit,Gitter-issues,
359,react-starter-kit,Gitter-issues,
6,react-starter-kit,Gitter-issues,
12482,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
94,react-starter-kit,Gitter-issues,
3183,react-starter-kit,Gitter-issues,
109,react-starter-kit,Gitter-issues,
7136,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
6426,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
279,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
4,react-starter-kit,Gitter-issues,
2,react-starter-kit,Gitter-issues,
1301,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
12155,react-starter-kit,Gitter-issues,
18579,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
21,react-starter-kit,Gitter-issues,
496,react-starter-kit,Gitter-issues,
21174,react-starter-kit,Gitter-issues,
6,react-starter-kit,Gitter-issues,
NA,react-starter-kit,Gitter-issues,
