resolution_time,name,configuration,mention_time
2,angular,Random-issues,NA
101,angular,Random-issues,NA
2,angular,Random-issues,NA
12276,angular,Random-issues,NA
3,angular,Random-issues,NA
90,angular,Random-issues,NA
12574,angular,Random-issues,NA
8,angular,Random-issues,NA
10610,angular,Random-issues,NA
1,angular,Random-issues,NA
66,angular,Random-issues,NA
2493,angular,Random-issues,NA
1,angular,Random-issues,NA
1587,angular,Random-issues,NA
24,angular,Random-issues,NA
19,angular,Random-issues,NA
16,angular,Random-issues,NA
121,angular,Random-issues,NA
312,angular,Random-issues,NA
788,angular,Random-issues,NA
5,angular,Random-issues,NA
1,angular,Random-issues,NA
653,angular,Random-issues,NA
57,angular,Random-issues,NA
2037,angular,Random-issues,NA
21,angular,Random-issues,NA
583,angular,Random-issues,NA
5,angular,Random-issues,NA
335,angular,Random-issues,NA
NA,angular,Random-issues,NA
0,angular,Random-issues,NA
0,angular,Random-issues,NA
11,angular,Random-issues,NA
7541,angular,Random-issues,NA
722,angular,Random-issues,NA
91,angular,Random-issues,NA
2,angular,Random-issues,NA
4064,angular,Random-issues,NA
4,angular,Random-issues,NA
5852,angular,Random-issues,NA
2,angular,Random-issues,NA
20,angular,Random-issues,NA
56,angular,Random-issues,NA
5,angular,Random-issues,NA
3735,angular,Random-issues,NA
7,angular,Random-issues,NA
1,angular,Random-issues,NA
22,angular,Random-issues,NA
2048,angular,Random-issues,NA
48,angular,Random-issues,NA
66,angular,Random-issues,NA
2327,angular,Random-issues,NA
690,angular,Random-issues,NA
0,angular,Random-issues,NA
39,angular,Random-issues,NA
520,angular,Random-issues,NA
17,angular,Random-issues,NA
248,angular,Random-issues,NA
217,angular,Random-issues,NA
6,angular,Random-issues,NA
33,angular,Random-issues,NA
0,angular,Random-issues,NA
2,angular,Random-issues,NA
231,angular,Random-issues,NA
15,angular,Random-issues,NA
43,angular,Random-issues,NA
242,angular,Random-issues,NA
14,angular,Random-issues,NA
11,angular,Random-issues,NA
0,angular,Random-issues,NA
30,angular,Random-issues,NA
1692,angular,Random-issues,NA
4945,angular,Random-issues,NA
1,angular,Random-issues,NA
26,angular,Random-issues,NA
6295,angular,Random-issues,NA
156,angular,Random-issues,NA
0,angular,Random-issues,NA
23,angular,Random-issues,NA
NA,angular,Random-issues,NA
1,angular,Random-issues,NA
6,angular,Random-issues,NA
0,angular,Random-issues,NA
20,angular,Random-issues,NA
83,angular,Random-issues,NA
200,angular,Random-issues,NA
104,angular,Random-issues,NA
336,angular,Random-issues,NA
5018,angular,Random-issues,NA
2645,angular,Random-issues,NA
24,angular,Random-issues,NA
179,angular,Random-issues,NA
19,angular,Random-issues,NA
24,angular,Random-issues,NA
71,angular,Random-issues,NA
24,angular,Random-issues,NA
5615,angular,Random-issues,NA
414,angular,Random-issues,NA
0,angular,Random-issues,NA
1,angular,Random-issues,NA
1,angular,Random-issues,NA
6,angular,Random-issues,NA
32,angular,Random-issues,NA
NA,angular,Random-issues,NA
444,angular,Random-issues,NA
315,angular,Random-issues,NA
1,angular,Random-issues,NA
1,angular,Random-issues,NA
117,angular,Random-issues,NA
1971,angular,Random-issues,NA
68,angular,Random-issues,NA
8432,angular,Random-issues,NA
127,angular,Random-issues,NA
2,angular,Random-issues,NA
283,angular,Random-issues,NA
9,angular,Random-issues,NA
113,angular,Random-issues,NA
NA,angular,Random-issues,NA
6886,angular,Random-issues,NA
NA,angular,Random-issues,NA
64,angular,Random-issues,NA
9048,angular,Random-issues,NA
0,angular,Random-issues,NA
18,angular,Random-issues,NA
48,angular,Random-issues,NA
1397,angular,Random-issues,NA
45,angular,Random-issues,NA
24,angular,Random-issues,NA
5,angular,Random-issues,NA
19,angular,Random-issues,NA
50,angular,Random-issues,NA
22,angular,Random-issues,NA
7927,angular,Random-issues,NA
3497,angular,Random-issues,NA
2,angular,Random-issues,NA
NA,angular,Random-issues,NA
0,angular,Random-issues,NA
2190,angular,Random-issues,NA
0,angular,Random-issues,NA
452,angular,Random-issues,NA
125,angular,Random-issues,NA
1081,angular,Random-issues,NA
66,angular,Random-issues,NA
1,angular,Random-issues,NA
89,angular,Random-issues,NA
1351,angular,Random-issues,NA
1,angular,Random-issues,NA
NA,angular,Random-issues,NA
5220,angular,Random-issues,NA
9260,angular,Random-issues,NA
NA,angular,Random-issues,NA
38,angular,Random-issues,NA
14,angular,Random-issues,NA
1326,angular,Random-issues,NA
25,angular,Random-issues,NA
115,angular,Random-issues,NA
126,angular,Random-issues,NA
NA,angular,Random-issues,NA
11,angular,Random-issues,NA
3,angular,Random-issues,NA
0,angular,Random-issues,NA
33,angular,Random-issues,NA
56,angular,Random-issues,NA
55,angular,Random-issues,NA
0,angular,Random-issues,NA
0,angular,Random-issues,NA
2,angular,Random-issues,NA
26,angular,Random-issues,NA
8344,angular,Random-issues,NA
6450,angular,Random-issues,NA
1397,angular,Random-issues,NA
NA,angular,Random-issues,NA
14261,angular,Random-issues,NA
7,angular,Random-issues,NA
104,angular,Random-issues,NA
62,angular,Random-issues,NA
201,angular,Random-issues,NA
63,angular,Random-issues,NA
24018,angular,Random-issues,NA
7,angular,Random-issues,NA
11,angular,Random-issues,NA
27,angular,Random-issues,NA
NA,angular,Random-issues,NA
331,angular,Random-issues,NA
1324,angular,Random-issues,NA
NA,angular,Random-issues,NA
202,angular,Random-issues,NA
0,angular,Random-issues,NA
1,angular,Random-issues,NA
12,angular,Random-issues,NA
676,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
20,angular,Random-issues,NA
322,angular,Random-issues,NA
24,angular,Random-issues,NA
2,angular,Random-issues,NA
NA,angular,Random-issues,NA
1,angular,Random-issues,NA
39,angular,Random-issues,NA
43,angular,Random-issues,NA
9671,angular,Random-issues,NA
3692,angular,Random-issues,NA
19,angular,Random-issues,NA
25,angular,Random-issues,NA
20132,angular,Random-issues,NA
3,angular,Random-issues,NA
349,angular,Random-issues,NA
410,angular,Random-issues,NA
20,angular,Random-issues,NA
3489,angular,Random-issues,NA
2,angular,Random-issues,NA
31,angular,Random-issues,NA
162,angular,Random-issues,NA
66,angular,Random-issues,NA
0,angular,Random-issues,NA
37,angular,Random-issues,NA
13472,angular,Random-issues,NA
60,angular,Random-issues,NA
38,angular,Random-issues,NA
703,angular,Random-issues,NA
456,angular,Random-issues,NA
2103,angular,Random-issues,NA
0,angular,Random-issues,NA
4,angular,Random-issues,NA
1852,angular,Random-issues,NA
0,angular,Random-issues,NA
87,angular,Random-issues,NA
13,angular,Random-issues,NA
1,angular,Random-issues,NA
0,angular,Random-issues,NA
0,angular,Random-issues,NA
1015,angular,Random-issues,NA
0,angular,Random-issues,NA
1757,angular,Random-issues,NA
2,angular,Random-issues,NA
171,angular,Random-issues,NA
30,angular,Random-issues,NA
868,angular,Random-issues,NA
NA,angular,Random-issues,NA
177,angular,Random-issues,NA
11,angular,Random-issues,NA
0,angular,Random-issues,NA
2935,angular,Random-issues,NA
109,angular,Random-issues,NA
NA,angular,Random-issues,NA
1305,angular,Random-issues,NA
436,angular,Random-issues,NA
1136,angular,Random-issues,NA
26,angular,Random-issues,NA
26,angular,Random-issues,NA
52,angular,Random-issues,NA
410,angular,Random-issues,NA
23,angular,Random-issues,NA
1251,angular,Random-issues,NA
13,angular,Random-issues,NA
6,angular,Random-issues,NA
1682,angular,Random-issues,NA
116,angular,Random-issues,NA
898,angular,Random-issues,NA
NA,angular,Random-issues,NA
3469,angular,Random-issues,NA
1,angular,Random-issues,NA
71,angular,Random-issues,NA
149,angular,Random-issues,NA
69,angular,Random-issues,NA
3,angular,Random-issues,NA
6014,angular,Random-issues,NA
1,angular,Random-issues,NA
0,angular,Random-issues,NA
625,angular,Random-issues,NA
21,angular,Random-issues,NA
NA,angular,Random-issues,NA
5709,angular,Random-issues,NA
2686,angular,Random-issues,NA
2,angular,Random-issues,NA
1391,angular,Random-issues,NA
31,angular,Random-issues,NA
6361,angular,Random-issues,NA
3,angular,Random-issues,NA
205,angular,Random-issues,NA
47,angular,Random-issues,NA
23,angular,Random-issues,NA
9,angular,Random-issues,NA
1751,angular,Random-issues,NA
NA,angular,Random-issues,NA
1,angular,Random-issues,NA
1571,angular,Random-issues,NA
2,angular,Random-issues,NA
NA,angular,Random-issues,NA
6,angular,Random-issues,NA
124,angular,Random-issues,NA
24,angular,Random-issues,NA
NA,angular,Random-issues,NA
19,angular,Random-issues,NA
10,angular,Random-issues,NA
10,angular,Random-issues,NA
2,angular,Random-issues,NA
54,angular,Random-issues,NA
1158,angular,Random-issues,NA
23,angular,Random-issues,NA
46,angular,Random-issues,NA
115,angular,Random-issues,NA
0,angular,Random-issues,NA
130,angular,Random-issues,NA
0,angular,Random-issues,NA
2204,angular,Random-issues,NA
48,angular,Random-issues,NA
698,angular,Random-issues,NA
148,angular,Random-issues,NA
18,angular,Random-issues,NA
2,angular,Random-issues,NA
35,angular,Random-issues,NA
669,angular,Random-issues,NA
1257,angular,Random-issues,NA
17,angular,Random-issues,NA
141,angular,Random-issues,NA
0,angular,Random-issues,NA
3746,angular,Random-issues,NA
744,angular,Random-issues,NA
46,angular,Random-issues,NA
196,angular,Random-issues,NA
480,angular,Random-issues,NA
20362,angular,Random-issues,NA
730,angular,Random-issues,NA
25,angular,Random-issues,NA
2667,angular,Random-issues,NA
1,angular,Random-issues,NA
11,angular,Random-issues,NA
1194,angular,Random-issues,NA
0,angular,Random-issues,NA
NA,angular,Random-issues,NA
29,angular,Random-issues,NA
2321,angular,Random-issues,NA
1,angular,Random-issues,NA
12,angular,Random-issues,NA
7,angular,Random-issues,NA
348,angular,Random-issues,NA
32,angular,Random-issues,NA
1,angular,Random-issues,NA
77,angular,Random-issues,NA
487,angular,Random-issues,NA
2129,angular,Random-issues,NA
10,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
7002,angular,Random-issues,NA
NA,angular,Random-issues,NA
2,angular,Random-issues,NA
NA,angular,Random-issues,NA
1283,angular,Random-issues,NA
106,angular,Random-issues,NA
73,angular,Random-issues,NA
1558,angular,Random-issues,NA
3155,angular,Random-issues,NA
0,angular,Random-issues,NA
8,angular,Random-issues,NA
1683,angular,Random-issues,NA
1,angular,Random-issues,NA
1,angular,Random-issues,NA
459,angular,Random-issues,NA
52,angular,Random-issues,NA
NA,angular,Random-issues,NA
265,angular,Random-issues,NA
0,angular,Random-issues,NA
9,angular,Random-issues,NA
3,angular,Random-issues,NA
5885,angular,Random-issues,NA
26,angular,Random-issues,NA
23,angular,Random-issues,NA
52,angular,Random-issues,NA
2514,angular,Random-issues,NA
1088,angular,Random-issues,NA
22,angular,Random-issues,NA
14515,angular,Random-issues,NA
0,angular,Random-issues,NA
1,angular,Random-issues,NA
0,angular,Random-issues,NA
12,angular,Random-issues,NA
NA,angular,Random-issues,NA
0,angular,Random-issues,NA
170,angular,Random-issues,NA
6,angular,Random-issues,NA
5,angular,Random-issues,NA
2,angular,Random-issues,NA
NA,angular,Random-issues,NA
0,angular,Random-issues,NA
252,angular,Random-issues,NA
1157,angular,Random-issues,NA
1,angular,Random-issues,NA
27,angular,Random-issues,NA
4182,angular,Random-issues,NA
506,angular,Random-issues,NA
214,angular,Random-issues,NA
10672,angular,Random-issues,NA
31,angular,Random-issues,NA
NA,angular,Random-issues,NA
132,angular,Random-issues,NA
987,angular,Random-issues,NA
2016,angular,Random-issues,NA
18,angular,Random-issues,NA
13865,angular,Random-issues,NA
2,angular,Random-issues,NA
151,angular,Random-issues,NA
10,angular,Random-issues,NA
193,angular,Random-issues,NA
20,angular,Random-issues,NA
277,angular,Random-issues,NA
16,angular,Random-issues,NA
18,angular,Random-issues,NA
0,angular,Random-issues,NA
339,angular,Random-issues,NA
0,angular,Random-issues,NA
4580,angular,Random-issues,NA
NA,angular,Random-issues,NA
82,angular,Random-issues,NA
85,angular,Random-issues,NA
3,angular,Random-issues,NA
3,angular,Random-issues,NA
752,angular,Random-issues,NA
46,angular,Random-issues,NA
17,angular,Random-issues,NA
216,angular,Random-issues,NA
15,angular,Random-issues,NA
3,angular,Random-issues,NA
174,angular,Random-issues,NA
96,angular,Random-issues,NA
0,angular,Random-issues,NA
763,angular,Random-issues,NA
28,angular,Random-issues,NA
1,angular,Random-issues,NA
4,angular,Random-issues,NA
243,angular,Random-issues,NA
151,angular,Random-issues,NA
NA,angular,Random-issues,NA
34,angular,Random-issues,NA
10,angular,Random-issues,NA
5,angular,Random-issues,NA
1,angular,Random-issues,NA
176,angular,Random-issues,NA
18,angular,Random-issues,NA
2388,angular,Random-issues,NA
3559,angular,Random-issues,NA
970,angular,Random-issues,NA
2,angular,Random-issues,NA
411,angular,Random-issues,NA
NA,angular,Random-issues,NA
224,angular,Random-issues,NA
28,angular,Random-issues,NA
1319,angular,Random-issues,NA
218,angular,Random-issues,NA
NA,angular,Random-issues,NA
311,angular,Random-issues,NA
537,angular,Random-issues,NA
105,angular,Random-issues,NA
10,angular,Random-issues,NA
146,angular,Random-issues,NA
8,angular,Random-issues,NA
2,angular,Random-issues,NA
31,angular,Random-issues,NA
5,angular,Random-issues,NA
3,angular,Random-issues,NA
1624,angular,Random-issues,NA
3654,angular,Random-issues,NA
41,angular,Random-issues,NA
130,angular,Random-issues,NA
113,angular,Random-issues,NA
0,angular,Random-issues,NA
22,angular,Random-issues,NA
NA,angular,Random-issues,NA
5,angular,Random-issues,NA
215,angular,Random-issues,NA
188,angular,Random-issues,NA
0,angular,Random-issues,NA
2,angular,Random-issues,NA
206,angular,Random-issues,NA
140,angular,Random-issues,NA
3,angular,Random-issues,NA
960,angular,Random-issues,NA
12504,angular,Random-issues,NA
28,angular,Random-issues,NA
2,angular,Random-issues,NA
19,angular,Random-issues,NA
NA,angular,Random-issues,NA
0,angular,Random-issues,NA
1515,angular,Random-issues,NA
3655,angular,Random-issues,NA
10,angular,Random-issues,NA
22,angular,Random-issues,NA
1152,angular,Random-issues,NA
1830,angular,Random-issues,NA
135,angular,Random-issues,NA
0,angular,Random-issues,NA
53,angular,Random-issues,NA
15,angular,Random-issues,NA
23,angular,Random-issues,NA
72,angular,Random-issues,NA
8,angular,Random-issues,NA
46,angular,Random-issues,NA
117,angular,Random-issues,NA
6,angular,Random-issues,NA
6557,angular,Random-issues,NA
120,angular,Random-issues,NA
43,angular,Random-issues,NA
73,angular,Random-issues,NA
15740,angular,Random-issues,NA
5,angular,Random-issues,NA
500,angular,Random-issues,NA
103,angular,Random-issues,NA
121,angular,Random-issues,NA
121,angular,Random-issues,NA
1,angular,Random-issues,NA
751,angular,Random-issues,NA
97,angular,Random-issues,NA
3,angular,Random-issues,NA
1,angular,Random-issues,NA
26,angular,Random-issues,NA
0,angular,Random-issues,NA
1758,angular,Random-issues,NA
575,angular,Random-issues,NA
NA,angular,Random-issues,NA
118,angular,Random-issues,NA
81,angular,Random-issues,NA
45,angular,Random-issues,NA
270,angular,Random-issues,NA
545,angular,Random-issues,NA
6107,angular,Random-issues,NA
25,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
14602,angular,Random-issues,NA
986,angular,Random-issues,NA
4135,angular,Random-issues,NA
NA,angular,Random-issues,NA
144,angular,Random-issues,NA
1317,angular,Random-issues,NA
1226,angular,Random-issues,NA
2440,angular,Random-issues,NA
636,angular,Random-issues,NA
0,angular,Random-issues,NA
NA,angular,Random-issues,NA
0,angular,Random-issues,NA
163,angular,Random-issues,NA
NA,angular,Random-issues,NA
16,angular,Random-issues,NA
314,angular,Random-issues,NA
NA,angular,Random-issues,NA
17,angular,Random-issues,NA
4,angular,Random-issues,NA
8,angular,Random-issues,NA
5486,angular,Random-issues,NA
5627,angular,Random-issues,NA
6891,angular,Random-issues,NA
NA,angular,Random-issues,NA
4627,angular,Random-issues,NA
649,angular,Random-issues,NA
415,angular,Random-issues,NA
257,angular,Random-issues,NA
2009,angular,Random-issues,NA
2451,angular,Random-issues,NA
NA,angular,Random-issues,NA
1,angular,Random-issues,NA
464,angular,Random-issues,NA
26,angular,Random-issues,NA
83,angular,Random-issues,NA
4,angular,Random-issues,NA
NA,angular,Random-issues,NA
172,angular,Random-issues,NA
1340,angular,Random-issues,NA
115,angular,Random-issues,NA
13,angular,Random-issues,NA
155,angular,Random-issues,NA
465,angular,Random-issues,NA
2730,angular,Random-issues,NA
178,angular,Random-issues,NA
4,angular,Random-issues,NA
2,angular,Random-issues,NA
0,angular,Random-issues,NA
168,angular,Random-issues,NA
40,angular,Random-issues,NA
5,angular,Random-issues,NA
128,angular,Random-issues,NA
320,angular,Random-issues,NA
2,angular,Random-issues,NA
2541,angular,Random-issues,NA
6810,angular,Random-issues,NA
165,angular,Random-issues,NA
29,angular,Random-issues,NA
6962,angular,Random-issues,NA
566,angular,Random-issues,NA
33,angular,Random-issues,NA
13,angular,Random-issues,NA
0,angular,Random-issues,NA
51,angular,Random-issues,NA
3282,angular,Random-issues,NA
158,angular,Random-issues,NA
13,angular,Random-issues,NA
23,angular,Random-issues,NA
0,angular,Random-issues,NA
NA,angular,Random-issues,NA
24,angular,Random-issues,NA
22,angular,Random-issues,NA
2,angular,Random-issues,NA
1093,angular,Random-issues,NA
1419,angular,Random-issues,NA
2,angular,Random-issues,NA
501,angular,Random-issues,NA
1111,angular,Random-issues,NA
117,angular,Random-issues,NA
