"","resolution_time","name","configuration"
"1049",NA,"angular","Random"
"1050",603,"angular","Random"
"1051",24,"angular","Random"
"1052",5,"angular","Random"
"1053",15,"angular","Random"
"1054",4,"angular","Random"
"1055",5,"angular","Random"
"1056",1,"angular","Random"
"1057",NA,"angular","Random"
"1058",5041,"angular","Random"
"1059",48,"angular","Random"
"1060",20,"angular","Random"
"1061",673,"angular","Random"
"1062",209,"angular","Random"
"1063",2,"angular","Random"
"1064",7350,"angular","Random"
"1065",15,"angular","Random"
"1066",NA,"angular","Random"
"1067",NA,"angular","Random"
"1068",149,"angular","Random"
"1069",136,"angular","Random"
"1070",185,"angular","Random"
"1071",71,"angular","Random"
"1072",224,"angular","Random"
"1073",30,"angular","Random"
"1074",4998,"angular","Random"
"1075",2,"angular","Random"
"1076",6648,"angular","Random"
"1077",173,"angular","Random"
"1078",0,"angular","Random"
"1079",NA,"angular","Random"
"1080",115,"angular","Random"
"1081",26,"angular","Random"
"1082",NA,"angular","Random"
"1083",9,"angular","Random"
"1084",8,"angular","Random"
"1085",NA,"angular","Random"
"1086",1,"angular","Random"
"1087",4441,"angular","Random"
"1088",182,"angular","Random"
"1089",58,"angular","Random"
"1090",192,"angular","Random"
"1091",7,"angular","Random"
"1092",12410,"angular","Random"
"1093",5794,"angular","Random"
"1094",5260,"angular","Random"
"1095",339,"angular","Random"
"1096",315,"angular","Random"
"1097",752,"angular","Random"
"1098",14260,"angular","Random"
"1099",2,"angular","Random"
"1100",243,"angular","Random"
"1101",2766,"angular","Random"
"1102",78,"angular","Random"
"1103",75,"angular","Random"
"1104",368,"angular","Random"
"1105",4,"angular","Random"
"1106",20,"angular","Random"
"1107",1,"angular","Random"
"1108",49,"angular","Random"
"1109",1,"angular","Random"
"1110",729,"angular","Random"
"1111",1,"angular","Random"
"1112",169,"angular","Random"
"1113",18,"angular","Random"
"1114",2,"angular","Random"
"1115",NA,"angular","Random"
"1116",102,"angular","Random"
"1117",NA,"angular","Random"
"1118",NA,"angular","Random"
"1119",3,"angular","Random"
"1120",6215,"angular","Random"
"1121",48,"angular","Random"
"1122",52,"angular","Random"
"1123",NA,"angular","Random"
"1124",54,"angular","Random"
"1125",24,"angular","Random"
"1126",1,"angular","Random"
"1127",1,"angular","Random"
"1128",1332,"angular","Random"
"1129",4,"angular","Random"
"1130",2,"angular","Random"
"1131",111,"angular","Random"
"1132",0,"angular","Random"
"1133",559,"angular","Random"
"1134",1596,"angular","Random"
"1135",NA,"angular","Random"
"1136",1,"angular","Random"
"1137",2112,"angular","Random"
"1138",6481,"angular","Random"
"1139",5570,"angular","Random"
"1140",6665,"angular","Random"
"1141",27,"angular","Random"
"1142",1,"angular","Random"
"1143",NA,"angular","Random"
"1144",20,"angular","Random"
"1145",4,"angular","Random"
"1146",NA,"angular","Random"
"1147",189,"angular","Random"
"1148",90,"angular","Random"
"1149",0,"angular","Random"
"1150",64,"angular","Random"
"1151",0,"angular","Random"
"1152",14,"angular","Random"
"1153",4870,"angular","Random"
"1154",248,"angular","Random"
"1155",23,"angular","Random"
"1156",260,"angular","Random"
"1157",0,"angular","Random"
"1158",46,"angular","Random"
"1159",15,"angular","Random"
"1160",26,"angular","Random"
"1161",2,"angular","Random"
"1162",26,"angular","Random"
"1163",20,"angular","Random"
"1164",11,"angular","Random"
"1165",128,"angular","Random"
"1166",286,"angular","Random"
"1167",217,"angular","Random"
"1168",0,"angular","Random"
"1169",NA,"angular","Random"
"1170",611,"angular","Random"
"1171",1,"angular","Random"
"1172",1318,"angular","Random"
"1173",258,"angular","Random"
"1174",56,"angular","Random"
"1175",16,"angular","Random"
"1176",98,"angular","Random"
"1177",NA,"angular","Random"
"1178",167,"angular","Random"
"1179",13,"angular","Random"
"1180",200,"angular","Random"
"1181",NA,"angular","Random"
"1182",168,"angular","Random"
"1183",358,"angular","Random"
"1184",6,"angular","Random"
"1185",1,"angular","Random"
"1186",461,"angular","Random"
"1187",3,"angular","Random"
"1188",668,"angular","Random"
"1189",130,"angular","Random"
"1190",7735,"angular","Random"
"1191",127,"angular","Random"
"1192",1,"angular","Random"
"1193",420,"angular","Random"
"1194",105,"angular","Random"
"1195",119,"angular","Random"
"1196",1,"angular","Random"
"1197",154,"angular","Random"
"1198",1,"angular","Random"
"1199",27,"angular","Random"
"1200",NA,"angular","Random"
"1201",10,"angular","Random"
"1202",NA,"angular","Random"
"1203",2,"angular","Random"
"1204",8,"angular","Random"
"1205",NA,"angular","Random"
"1206",2,"angular","Random"
"1207",36,"angular","Random"
"1208",1,"angular","Random"
"1209",198,"angular","Random"
"1210",33,"angular","Random"
"1211",9,"angular","Random"
"1212",885,"angular","Random"
"1213",273,"angular","Random"
"1214",78,"angular","Random"
"1215",0,"angular","Random"
"1216",0,"angular","Random"
"1217",2,"angular","Random"
"1218",2,"angular","Random"
"1219",5,"angular","Random"
"1220",55,"angular","Random"
"1221",177,"angular","Random"
"1222",697,"angular","Random"
"1223",1,"angular","Random"
"1224",3,"angular","Random"
"1225",5,"angular","Random"
"1226",0,"angular","Random"
"1227",4,"angular","Random"
"1228",8,"angular","Random"
"1229",5,"angular","Random"
"1230",6,"angular","Random"
"1231",915,"angular","Random"
"1232",280,"angular","Random"
"1233",92,"angular","Random"
"1234",6242,"angular","Random"
"1235",5116,"angular","Random"
"1236",15,"angular","Random"
"1237",4,"angular","Random"
"1238",37,"angular","Random"
"1239",90,"angular","Random"
"1240",9,"angular","Random"
"1241",10,"angular","Random"
"1242",11,"angular","Random"
"1243",0,"angular","Random"
"1244",4182,"angular","Random"
"1245",292,"angular","Random"
"1246",2,"angular","Random"
"1247",4,"angular","Random"
"1248",4459,"angular","Random"
"1249",98,"angular","Random"
"1250",520,"angular","Random"
"1251",5081,"angular","Random"
"1252",3,"angular","Random"
"1253",569,"angular","Random"
"1254",21971,"angular","Random"
"1255",NA,"angular","Random"
"1256",372,"angular","Random"
"1257",821,"angular","Random"
"1258",178,"angular","Random"
"1259",22,"angular","Random"
"1260",717,"angular","Random"
"1261",18,"angular","Random"
"1262",NA,"angular","Random"
"1263",5,"angular","Random"
"1264",36,"angular","Random"
"1265",9401,"angular","Random"
"1266",483,"angular","Random"
"1267",1,"angular","Random"
"1268",7,"angular","Random"
"1269",408,"angular","Random"
"1270",25,"angular","Random"
"1271",144,"angular","Random"
"1272",99,"angular","Random"
"1273",38,"angular","Random"
"1274",2222,"angular","Random"
"1275",187,"angular","Random"
"1276",72,"angular","Random"
"1277",3807,"angular","Random"
"1278",5595,"angular","Random"
"1279",113,"angular","Random"
"1280",1800,"angular","Random"
"1281",3147,"angular","Random"
"1282",28,"angular","Random"
"1283",191,"angular","Random"
"1284",3,"angular","Random"
"1285",1,"angular","Random"
"1286",3,"angular","Random"
"1287",3882,"angular","Random"
"1288",34,"angular","Random"
"1289",121,"angular","Random"
"1290",1423,"angular","Random"
"1291",8,"angular","Random"
"1292",NA,"angular","Random"
"1293",17,"angular","Random"
"1294",NA,"angular","Random"
"1295",132,"angular","Random"
"1296",27,"angular","Random"
"1297",5,"angular","Random"
"1298",NA,"angular","Random"
"1299",1313,"angular","Random"
"1300",NA,"angular","Random"
"1301",2,"angular","Random"
"1302",39,"angular","Random"
"1303",1,"angular","Random"
"1304",151,"angular","Random"
"1305",3,"angular","Random"
"1306",77,"angular","Random"
"1307",5546,"angular","Random"
"1308",79,"angular","Random"
"1309",NA,"angular","Random"
"1310",2430,"angular","Random"
"1311",6140,"angular","Random"
"1312",95,"angular","Random"
"1313",NA,"angular","Random"
"1314",1,"angular","Random"
"1315",NA,"angular","Random"
"1316",6,"angular","Random"
"1317",1,"angular","Random"
"1318",580,"angular","Random"
"1319",100,"angular","Random"
"1320",4,"angular","Random"
"1321",1085,"angular","Random"
"1322",2,"angular","Random"
"1323",325,"angular","Random"
"1324",122,"angular","Random"
"1325",22,"angular","Random"
"1326",1,"angular","Random"
"1327",21,"angular","Random"
"1328",0,"angular","Random"
"1329",59,"angular","Random"
"1330",1208,"angular","Random"
"1331",6966,"angular","Random"
"1332",65,"angular","Random"
"1333",148,"angular","Random"
"1334",5,"angular","Random"
"1335",19,"angular","Random"
"1336",NA,"angular","Random"
"1337",40,"angular","Random"
"1338",NA,"angular","Random"
"1339",7489,"angular","Random"
"1340",7,"angular","Random"
"1341",4299,"angular","Random"
"1342",1151,"angular","Random"
"1343",1,"angular","Random"
"1344",156,"angular","Random"
"1345",NA,"angular","Random"
"1346",NA,"angular","Random"
"1347",423,"angular","Random"
"1348",4,"angular","Random"
"1349",1,"angular","Random"
"1350",259,"angular","Random"
"1351",21,"angular","Random"
"1352",695,"angular","Random"
"1353",22,"angular","Random"
"1354",NA,"angular","Random"
"1355",28,"angular","Random"
"1356",1049,"angular","Random"
"1357",NA,"angular","Random"
"1358",8,"angular","Random"
"1359",4,"angular","Random"
"1360",135,"angular","Random"
"1361",4,"angular","Random"
"1362",3,"angular","Random"
"1363",33,"angular","Random"
"1364",8658,"angular","Random"
"1365",1,"angular","Random"
"1366",296,"angular","Random"
"1367",47,"angular","Random"
"1368",2,"angular","Random"
"1369",56,"angular","Random"
"1370",5,"angular","Random"
"1371",5622,"angular","Random"
"1372",65,"angular","Random"
"1373",2,"angular","Random"
"1374",0,"angular","Random"
"1375",44,"angular","Random"
"1376",11,"angular","Random"
"1377",0,"angular","Random"
"1378",3990,"angular","Random"
"1379",72,"angular","Random"
"1380",2,"angular","Random"
"1381",3069,"angular","Random"
"1382",333,"angular","Random"
"1383",2027,"angular","Random"
"1384",2,"angular","Random"
"1385",14,"angular","Random"
"1386",438,"angular","Random"
"1387",3,"angular","Random"
"1388",23,"angular","Random"
"1389",3,"angular","Random"
"1390",NA,"angular","Random"
"1391",1,"angular","Random"
"1392",8298,"angular","Random"
"1393",3904,"angular","Random"
"1394",NA,"angular","Random"
"1395",68,"angular","Random"
"1396",48,"angular","Random"
"1397",9,"angular","Random"
"1398",5,"angular","Random"
"1399",2,"angular","Random"
"1400",295,"angular","Random"
"1401",18,"angular","Random"
"1402",887,"angular","Random"
"1403",NA,"angular","Random"
"1404",20,"angular","Random"
"1405",8888,"angular","Random"
"1406",0,"angular","Random"
"1407",7573,"angular","Random"
"1408",3078,"angular","Random"
"1409",1,"angular","Random"
"1410",1273,"angular","Random"
"1411",14,"angular","Random"
"1412",4,"angular","Random"
"1413",14,"angular","Random"
"1414",2,"angular","Random"
"1415",74,"angular","Random"
"1416",129,"angular","Random"
"1417",17,"angular","Random"
"1418",76,"angular","Random"
"1419",4581,"angular","Random"
"1420",4,"angular","Random"
"1421",20,"angular","Random"
"1422",59,"angular","Random"
"1423",11014,"angular","Random"
"1424",48,"angular","Random"
"1425",6643,"angular","Random"
"1426",6652,"angular","Random"
"1427",15,"angular","Random"
"1428",24,"angular","Random"
"1429",NA,"angular","Random"
"1430",0,"angular","Random"
"1431",35,"angular","Random"
"1432",51,"angular","Random"
"1433",135,"angular","Random"
"1434",4,"angular","Random"
"1435",122,"angular","Random"
"1436",34,"angular","Random"
"1437",74,"angular","Random"
"1438",9,"angular","Random"
"1439",1,"angular","Random"
"1440",14,"angular","Random"
"1441",1372,"angular","Random"
"1442",2,"angular","Random"
"1443",42,"angular","Random"
"1444",19,"angular","Random"
"1445",1163,"angular","Random"
"1446",44,"angular","Random"
"1447",0,"angular","Random"
"1448",4160,"angular","Random"
"1449",223,"angular","Random"
"1450",4,"angular","Random"
"1451",1,"angular","Random"
"1452",66,"angular","Random"
"1453",130,"angular","Random"
"1454",27,"angular","Random"
"1455",154,"angular","Random"
"1456",3766,"angular","Random"
"1457",63,"angular","Random"
"1458",0,"angular","Random"
"1459",155,"angular","Random"
"1460",28,"angular","Random"
"1461",361,"angular","Random"
"1462",10,"angular","Random"
"1463",NA,"angular","Random"
"1464",NA,"angular","Random"
"1465",171,"angular","Random"
"1466",2,"angular","Random"
"1467",1,"angular","Random"
"1468",86,"angular","Random"
"1469",1,"angular","Random"
"1470",1,"angular","Random"
"1471",2,"angular","Random"
"1472",1,"angular","Random"
"1473",5983,"angular","Random"
"1474",0,"angular","Random"
"1475",43,"angular","Random"
"1476",0,"angular","Random"
"1477",184,"angular","Random"
"1478",366,"angular","Random"
"1479",4626,"angular","Random"
"1480",1585,"angular","Random"
"1481",22,"angular","Random"
"1482",1,"angular","Random"
"1483",6490,"angular","Random"
"1484",22,"angular","Random"
"1485",0,"angular","Random"
"1486",14,"angular","Random"
"1487",4596,"angular","Random"
"1488",3,"angular","Random"
"1489",60,"angular","Random"
"1490",2,"angular","Random"
"1491",1,"angular","Random"
"1492",3,"angular","Random"
"1493",2210,"angular","Random"
"1494",4,"angular","Random"
"1495",13,"angular","Random"
"1496",8,"angular","Random"
"1497",128,"angular","Random"
"1498",221,"angular","Random"
"1499",NA,"angular","Random"
"1500",852,"angular","Random"
"1501",21,"angular","Random"
"1502",24,"angular","Random"
"1503",52,"angular","Random"
"1504",1392,"angular","Random"
"1505",298,"angular","Random"
"1506",14,"angular","Random"
"1507",5164,"angular","Random"
"1508",102,"angular","Random"
"1509",7,"angular","Random"
"1510",43,"angular","Random"
"1511",161,"angular","Random"
"1512",21,"angular","Random"
"1513",438,"angular","Random"
"1514",28,"angular","Random"
"1515",6,"angular","Random"
"1516",5030,"angular","Random"
"1517",47,"angular","Random"
"1518",371,"angular","Random"
"1519",NA,"angular","Random"
"1520",1354,"angular","Random"
"1521",1,"angular","Random"
"1522",4,"angular","Random"
"1523",1,"angular","Random"
"1524",697,"angular","Random"
"1525",6,"angular","Random"
"1526",977,"angular","Random"
"1527",146,"angular","Random"
"1528",1527,"angular","Random"
"1529",950,"angular","Random"
"1530",464,"angular","Random"
"1531",211,"angular","Random"
"1532",19,"angular","Random"
"1533",3273,"angular","Random"
"1534",NA,"angular","Random"
"1535",3,"angular","Random"
"1536",2455,"angular","Random"
"1537",0,"angular","Random"
"1538",NA,"angular","Random"
"1539",11,"angular","Random"
"1540",4,"angular","Random"
"1541",1,"angular","Random"
"1542",162,"angular","Random"
"1543",17,"angular","Random"
"1544",952,"angular","Random"
"1545",2,"angular","Random"
"1546",326,"angular","Random"
"1547",30,"angular","Random"
"1548",642,"angular","Random"
"1549",2,"angular","Random"
"1550",116,"angular","Random"
"1551",3,"angular","Random"
"1552",139,"angular","Random"
"1553",25,"angular","Random"
"1554",625,"angular","Random"
"1555",9,"angular","Random"
"1556",1,"angular","Random"
"1557",12,"angular","Random"
"1558",6,"angular","Random"
"1559",4,"angular","Random"
"1560",11,"angular","Random"
"1561",6459,"angular","Random"
"1562",33,"angular","Random"
"1563",0,"angular","Random"
"1564",11,"angular","Random"
"1565",313,"angular","Random"
"1566",7,"angular","Random"
"1567",4402,"angular","Random"
"1568",7508,"angular","Random"
"1569",62,"angular","Random"
"1570",11225,"angular","Random"
"1571",0,"angular","Random"
"1572",23,"angular","Random"
"1573",148,"angular","Random"
"1574",171,"angular","Random"
"1575",NA,"angular","Random"
"1576",8,"angular","Random"
"1577",25,"angular","Random"
"1578",168,"angular","Random"
"1579",NA,"angular","Random"
"1580",NA,"angular","Random"
"1581",9,"angular","Random"
"1582",4,"angular","Random"
"1583",17299,"angular","Random"
"1584",2756,"angular","Random"
"1585",119,"angular","Random"
"1586",25,"angular","Random"
"1587",2,"angular","Random"
"1588",56,"angular","Random"
"1589",4366,"angular","Random"
"1590",19,"angular","Random"
"1591",1,"angular","Random"
