issuenumber,resolution_time,room,configuration
4376,1,webdriver,Random
4377,1,webdriver,Random
4380,0,webdriver,Random
4390,52,webdriver,Random
4410,0,webdriver,Random
4422,897,webdriver,Random
4425,0,webdriver,Random
4442,90,webdriver,Random
4443,117,webdriver,Random
4445,0,webdriver,Random
4450,1,webdriver,Random
4453,5,webdriver,Random
4457,NA,webdriver,Random
4483,461,webdriver,Random
4484,NA,webdriver,Random
4495,2,webdriver,Random
4500,285,webdriver,Random
4505,2,webdriver,Random
4537,480,webdriver,Random
4601,26,webdriver,Random
4631,24,webdriver,Random
4632,1,webdriver,Random
4638,2,webdriver,Random
4649,14,webdriver,Random
4658,NA,webdriver,Random
4665,38,webdriver,Random
4675,0,webdriver,Random
4679,7,webdriver,Random
4716,0,webdriver,Random
4718,3,webdriver,Random
4723,NA,webdriver,Random
4744,3,webdriver,Random
4766,NA,webdriver,Random
12,37,zipkin,Random
30,1653,zipkin,Random
37,32782,zipkin,Random
57,7989,zipkin,Random
129,211,zipkin,Random
152,139,zipkin,Random
158,30546,zipkin,Random
197,29512,zipkin,Random
199,29393,zipkin,Random
202,7824,zipkin,Random
207,28864,zipkin,Random
217,NA,zipkin,Random
231,11,zipkin,Random
238,1208,zipkin,Random
254,67,zipkin,Random
266,700,zipkin,Random
268,7,zipkin,Random
292,71,zipkin,Random
307,15607,zipkin,Random
309,14902,zipkin,Random
310,1248,zipkin,Random
324,NA,zipkin,Random
338,93,zipkin,Random
378,13871,zipkin,Random
385,539,zipkin,Random
386,16131,zipkin,Random
388,1707,zipkin,Random
403,37145,zipkin,Random
409,NA,zipkin,Random
414,7281,zipkin,Random
415,13088,zipkin,Random
440,731,zipkin,Random
448,6103,zipkin,Random
451,33600,zipkin,Random
457,5856,zipkin,Random
459,771,zipkin,Random
463,431,zipkin,Random
465,167,zipkin,Random
493,21,zipkin,Random
511,41,zipkin,Random
517,2,zipkin,Random
525,4,zipkin,Random
526,103,zipkin,Random
534,5510,zipkin,Random
565,45,zipkin,Random
567,5270,zipkin,Random
579,5229,zipkin,Random
656,4922,zipkin,Random
660,4904,zipkin,Random
698,517,zipkin,Random
721,174,zipkin,Random
765,111,zipkin,Random
783,3552,zipkin,Random
798,1371,zipkin,Random
800,311,zipkin,Random
803,1,zipkin,Random
808,182,zipkin,Random
832,663,zipkin,Random
842,3012,zipkin,Random
846,1425,zipkin,Random
868,56,zipkin,Random
870,25447,zipkin,Random
872,99,zipkin,Random
880,146,zipkin,Random
893,15,zipkin,Random
903,NA,zipkin,Random
910,14,zipkin,Random
925,NA,zipkin,Random
926,NA,zipkin,Random
928,1147,zipkin,Random
931,1129,zipkin,Random
944,31,zipkin,Random
952,853,zipkin,Random
956,128,zipkin,Random
994,564,zipkin,Random
998,27578,zipkin,Random
1007,793,zipkin,Random
1008,NA,zipkin,Random
1009,NA,zipkin,Random
1031,49,zipkin,Random
1041,1895,zipkin,Random
1046,4833,zipkin,Random
1053,8,zipkin,Random
1058,171,zipkin,Random
1063,95,zipkin,Random
1074,1570,zipkin,Random
1084,411,zipkin,Random
1086,28,zipkin,Random
1092,45,zipkin,Random
1096,165,zipkin,Random
1099,NA,zipkin,Random
1112,NA,zipkin,Random
1117,21255,zipkin,Random
1119,213,zipkin,Random
1122,172,zipkin,Random
1134,66,zipkin,Random
1154,187,zipkin,Random
1170,4371,zipkin,Random
1185,NA,zipkin,Random
1186,6013,zipkin,Random
1197,2,zipkin,Random
1205,NA,zipkin,Random
1206,NA,zipkin,Random
1207,NA,zipkin,Random
1208,27,zipkin,Random
1209,420,zipkin,Random
1220,NA,zipkin,Random
1221,NA,zipkin,Random
1222,NA,zipkin,Random
1225,NA,zipkin,Random
1227,NA,zipkin,Random
1232,NA,zipkin,Random
1251,NA,zipkin,Random
1255,NA,zipkin,Random
1256,2358,zipkin,Random
1262,359,zipkin,Random
1263,3,zipkin,Random
1276,NA,zipkin,Random
1278,5693,zipkin,Random
1285,797,zipkin,Random
1298,1388,zipkin,Random
1301,1,zipkin,Random
1322,76,zipkin,Random
1339,3,zipkin,Random
1347,6,zipkin,Random
1356,NA,zipkin,Random
1362,NA,zipkin,Random
1363,NA,zipkin,Random
1365,0,zipkin,Random
1375,NA,zipkin,Random
1387,27,zipkin,Random
1417,NA,zipkin,Random
1427,111,zipkin,Random
1428,1,zipkin,Random
1430,2,zipkin,Random
1432,13,zipkin,Random
1452,4400,zipkin,Random
1455,271,zipkin,Random
1485,0,zipkin,Random
1488,250,zipkin,Random
1502,NA,zipkin,Random
1514,0,zipkin,Random
1516,NA,zipkin,Random
1517,15,zipkin,Random
1526,1182,zipkin,Random
1528,2997,zipkin,Random
1541,NA,zipkin,Random
1542,2369,zipkin,Random
1545,14,zipkin,Random
1558,7,zipkin,Random
1569,0,zipkin,Random
1577,NA,zipkin,Random
1591,6,zipkin,Random
1594,12624,zipkin,Random
1599,240,zipkin,Random
1607,NA,zipkin,Random
1613,45,zipkin,Random
1617,NA,zipkin,Random
1619,NA,zipkin,Random
1620,144,zipkin,Random
1621,1,zipkin,Random
1628,NA,zipkin,Random
1632,NA,zipkin,Random
1647,NA,zipkin,Random
1648,NA,zipkin,Random
1653,2884,zipkin,Random
1654,315,zipkin,Random
1676,129,zipkin,Random
1694,100,zipkin,Random
1706,317,zipkin,Random
1727,63,zipkin,Random
1735,56,zipkin,Random
1737,8,zipkin,Random
1744,9497,zipkin,Random
1751,106,zipkin,Random
1754,14028,zipkin,Random
1760,84,zipkin,Random
1761,NA,zipkin,Random
1771,NA,zipkin,Random
1773,451,zipkin,Random
1774,NA,zipkin,Random
1783,94,zipkin,Random
1787,48,zipkin,Random
1790,0,zipkin,Random
1799,12447,zipkin,Random
1800,8195,zipkin,Random
1811,30,zipkin,Random
1817,NA,zipkin,Random
1820,867,zipkin,Random
1830,7865,zipkin,Random
1835,NA,zipkin,Random
1844,2185,zipkin,Random
1862,0,zipkin,Random
1865,15,zipkin,Random
1869,NA,zipkin,Random
1881,2,zipkin,Random
1882,1,zipkin,Random
1883,NA,zipkin,Random
1888,0,zipkin,Random
1889,NA,zipkin,Random
1893,344,zipkin,Random
1895,10784,zipkin,Random
1907,188,zipkin,Random
1926,NA,zipkin,Random
1927,22,zipkin,Random
1942,412,zipkin,Random
1947,9568,zipkin,Random
1957,7,zipkin,Random
1964,88,zipkin,Random
1977,3743,zipkin,Random
1983,119,zipkin,Random
1987,NA,zipkin,Random
1991,1,zipkin,Random
2012,7,zipkin,Random
2018,NA,zipkin,Random
2029,2,zipkin,Random
2051,96,zipkin,Random
2054,7,zipkin,Random
2058,2,zipkin,Random
2061,0,zipkin,Random
2068,5944,zipkin,Random
2073,0,zipkin,Random
2080,12,zipkin,Random
2090,0,zipkin,Random
2091,1,zipkin,Random
2097,2,zipkin,Random
2099,1,zipkin,Random
2103,3,zipkin,Random
2139,13,zipkin,Random
2152,9441,zipkin,Random
2176,42,zipkin,Random
2178,NA,zipkin,Random
2179,2,zipkin,Random
2181,1323,zipkin,Random
2183,NA,zipkin,Random
2186,0,zipkin,Random
2187,NA,zipkin,Random
2192,150,zipkin,Random
2194,37,zipkin,Random
2196,23,zipkin,Random
2200,603,zipkin,Random
2201,541,zipkin,Random
2204,118,zipkin,Random
2207,0,zipkin,Random
2208,963,zipkin,Random
2211,4,zipkin,Random
2215,10,zipkin,Random
2217,956,zipkin,Random
2236,3917,zipkin,Random
2239,3915,zipkin,Random
2242,39,zipkin,Random
2287,3390,zipkin,Random
2289,NA,zipkin,Random
2293,3382,zipkin,Random
2314,741,zipkin,Random
2329,1709,zipkin,Random
2339,2677,zipkin,Random
2342,776,zipkin,Random
2343,23,zipkin,Random
2352,331,zipkin,Random
2355,165,zipkin,Random
2359,2061,zipkin,Random
2360,1,zipkin,Random
2384,3744,zipkin,Random
2392,61,zipkin,Random
2402,NA,zipkin,Random
2403,NA,zipkin,Random
2408,3,zipkin,Random
2412,1243,zipkin,Random
2416,820,zipkin,Random
2420,14,zipkin,Random
2428,1034,zipkin,Random
2429,NA,zipkin,Random
2430,360,zipkin,Random
2436,NA,zipkin,Random
2438,956,zipkin,Random
2439,27,zipkin,Random
2443,19,zipkin,Random
2444,0,zipkin,Random
2452,1,zipkin,Random
2454,74,zipkin,Random
2468,12,zipkin,Random
2471,117,zipkin,Random
2477,3190,zipkin,Random
2478,1,zipkin,Random
2487,NA,zipkin,Random
2504,2307,zipkin,Random
2506,NA,zipkin,Random
2507,121,zipkin,Random
2510,0,zipkin,Random
2514,NA,zipkin,Random
2515,0,zipkin,Random
2536,88,zipkin,Random
2544,2285,zipkin,Random
2559,23,zipkin,Random
2567,8,zipkin,Random
2597,0,zipkin,Random
2598,9,zipkin,Random
2607,2,zipkin,Random
2612,496,zipkin,Random
2615,173,zipkin,Random
2619,570,zipkin,Random
2625,14,zipkin,Random
2626,4,zipkin,Random
2627,122,zipkin,Random
2634,125,zipkin,Random
2642,93,zipkin,Random
2645,1,zipkin,Random
2646,471,zipkin,Random
2652,3,zipkin,Random
2661,64,zipkin,Random
2695,119,zipkin,Random
2699,465,zipkin,Random
2701,NA,zipkin,Random
2714,39,zipkin,Random
2720,24,zipkin,Random
2721,31,zipkin,Random
2733,0,zipkin,Random
2737,NA,zipkin,Random
2752,NA,zipkin,Random
2753,NA,zipkin,Random
2757,NA,zipkin,Random
2762,80,zipkin,Random
2763,12,zipkin,Random
2769,NA,zipkin,Random
2772,105,zipkin,Random
2785,NA,zipkin,Random
2788,587,zipkin,Random
2797,17,zipkin,Random
2798,NA,zipkin,Random
2802,NA,zipkin,Random
2850,NA,zipkin,Random
2865,61,zipkin,Random
2872,NA,zipkin,Random
2883,NA,zipkin,Random
2885,NA,zipkin,Random
2898,148,zipkin,Random
2907,NA,zipkin,Random
2909,21,zipkin,Random
2911,NA,zipkin,Random
