issuenumber,restime,commentcount,author_association,assigneeid,milestone,room,config
5188,4486,12,CONTRIBUTOR,NA,NO,angular,Gitter
5200,267,8,CONTRIBUTOR,474988,NO,angular,Gitter
5212,23043,3,NONE,NA,YES,angular,Gitter
5223,361,11,MEMBER,973550,YES,angular,Gitter
5229,4996,24,CONTRIBUTOR,973550,NO,angular,Gitter
5231,2851,7,CONTRIBUTOR,NA,NO,angular,Gitter
5237,294,30,NONE,NA,NO,angular,Gitter
5248,7,28,CONTRIBUTOR,NA,NO,angular,Gitter
5254,11,8,NONE,NA,NO,angular,Gitter
5275,5674,30,NONE,NA,NO,angular,Gitter
5302,63,7,MEMBER,NA,YES,angular,Gitter
5307,5604,6,NONE,NA,NO,angular,Gitter
5309,175,2,NONE,NA,NO,angular,Gitter
5318,5595,17,NONE,NA,NO,angular,Gitter
5334,5011,5,CONTRIBUTOR,NA,NO,angular,Gitter
5335,2709,27,CONTRIBUTOR,NA,NO,angular,Gitter
5339,7301,12,CONTRIBUTOR,NA,NO,angular,Gitter
5345,7582,3,NONE,NA,NO,angular,Gitter
5346,1868,6,CONTRIBUTOR,NA,NO,angular,Gitter
5350,317,10,CONTRIBUTOR,35996,YES,angular,Gitter
5352,74,9,CONTRIBUTOR,93018,YES,angular,Gitter
5363,2524,11,NONE,NA,NO,angular,Gitter
5385,11744,22,MEMBER,2081709,NO,angular,Gitter
5388,3354,4,NONE,NA,NO,angular,Gitter
5389,329,5,NONE,NA,NO,angular,Gitter
5390,6746,15,NONE,248818,NO,angular,Gitter
5391,2,3,CONTRIBUTOR,NA,NO,angular,Gitter
5395,5394,16,NONE,2081709,NO,angular,Gitter
5397,93,6,MEMBER,4175141,YES,angular,Gitter
5403,297,3,NONE,NA,NO,angular,Gitter
5405,5507,7,CONTRIBUTOR,NA,NO,angular,Gitter
5407,9388,8,MEMBER,2316643,NO,angular,Gitter
5415,7653,30,CONTRIBUTOR,NA,NO,angular,Gitter
5423,6,11,NONE,NA,NO,angular,Gitter
5435,0,8,NONE,NA,NO,angular,Gitter
5443,7344,3,MEMBER,85066,NO,angular,Gitter
5448,9,4,CONTRIBUTOR,NA,NO,angular,Gitter
5458,23402,30,CONTRIBUTOR,NA,YES,angular,Gitter
5459,1906,16,CONTRIBUTOR,216296,NO,angular,Gitter
5467,NA,5,MEMBER,NA,YES,angular,Gitter
5481,4817,8,CONTRIBUTOR,NA,NO,angular,Gitter
5489,15,5,NONE,NA,NO,angular,Gitter
5492,23348,8,NONE,NA,YES,angular,Gitter
5500,1027,13,CONTRIBUTOR,NA,NO,angular,Gitter
5501,51,1,MEMBER,NA,NO,angular,Gitter
5502,1739,7,NONE,NA,NO,angular,Gitter
5505,2,5,NONE,NA,NO,angular,Gitter
5519,67,3,CONTRIBUTOR,NA,NO,angular,Gitter
5546,35,11,CONTRIBUTOR,NA,NO,angular,Gitter
5563,22,19,MEMBER,216296,YES,angular,Gitter
5564,2646,6,NONE,NA,NO,angular,Gitter
5568,1276,5,NONE,NA,NO,angular,Gitter
5584,22,7,CONTRIBUTOR,838736,YES,angular,Gitter
5585,319,5,CONTRIBUTOR,2081709,YES,angular,Gitter
5601,3031,6,NONE,85066,NO,angular,Gitter
5608,3,5,NONE,NA,NO,angular,Gitter
5614,593,4,NONE,NA,NO,angular,Gitter
5622,7076,30,NONE,NA,NO,angular,Gitter
5624,140,5,MEMBER,35996,NO,angular,Gitter
5632,330,29,NONE,NA,NO,angular,Gitter
5634,108,10,MEMBER,690815,YES,angular,Gitter
5635,7501,16,NONE,NA,NO,angular,Gitter
5638,58,6,CONTRIBUTOR,NA,YES,angular,Gitter
5656,1944,6,CONTRIBUTOR,35996,NO,angular,Gitter
5661,5,4,NONE,NA,NO,angular,Gitter
5662,6962,30,NONE,2081709,NO,angular,Gitter
5670,6424,4,NONE,NA,NO,angular,Gitter
5689,NA,30,CONTRIBUTOR,NA,YES,angular,Gitter
5692,4351,4,NONE,NA,NO,angular,Gitter
5698,6988,6,NONE,NA,NO,angular,Gitter
5702,22,4,NONE,NA,NO,angular,Gitter
5710,1368,8,MEMBER,463703,YES,angular,Gitter
5721,149,6,MEMBER,216296,YES,angular,Gitter
5740,5048,3,NONE,NA,NO,angular,Gitter
5761,1345,24,CONTRIBUTOR,690815,NO,angular,Gitter
5777,112,4,MEMBER,973550,YES,angular,Gitter
5789,1,2,NONE,NA,NO,angular,Gitter
5807,1349,27,NONE,NA,NO,angular,Gitter
5839,5549,2,CONTRIBUTOR,NA,NO,angular,Gitter
5859,6888,8,NONE,NA,NO,angular,Gitter
5875,6847,9,CONTRIBUTOR,NA,NO,angular,Gitter
5876,38,30,CONTRIBUTOR,NA,NO,angular,Gitter
5878,11,10,MEMBER,216296,YES,angular,Gitter
5908,3914,11,NONE,NA,NO,angular,Gitter
5910,0,6,NONE,NA,NO,angular,Gitter
5918,1011,30,CONTRIBUTOR,NA,NO,angular,Gitter
5925,5611,16,NONE,NA,NO,angular,Gitter
5929,866,3,CONTRIBUTOR,NA,NO,angular,Gitter
5932,1013,11,CONTRIBUTOR,95713,NO,angular,Gitter
5938,4941,20,CONTRIBUTOR,NA,YES,angular,Gitter
5944,8669,1,MEMBER,534930,NO,angular,Gitter
5947,3741,3,MEMBER,NA,NO,angular,Gitter
5949,0,2,NONE,NA,NO,angular,Gitter
5950,5435,19,NONE,NA,NO,angular,Gitter
5953,1980,19,CONTRIBUTOR,NA,NO,angular,Gitter
5956,5183,30,NONE,NA,NO,angular,Gitter
5960,6792,20,MEMBER,NA,NO,angular,Gitter
5964,0,8,NONE,NA,NO,angular,Gitter
5967,4371,29,NONE,NA,NO,angular,Gitter
5968,6810,11,MEMBER,NA,NO,angular,Gitter
5973,1196,4,NONE,NA,NO,angular,Gitter
5975,645,24,MEMBER,35996,YES,angular,Gitter
5980,6,24,NONE,NA,NO,angular,Gitter
5984,4429,9,NONE,NA,NO,angular,Gitter
5990,4174,17,NONE,NA,NO,angular,Gitter
5992,17135,19,NONE,534930,NO,angular,Gitter
5996,1127,5,MEMBER,534930,NO,angular,Gitter
6005,4975,30,NONE,NA,YES,angular,Gitter
6041,5286,4,NONE,NA,NO,angular,Gitter
6053,3829,30,CONTRIBUTOR,NA,NO,angular,Gitter
6056,1055,7,CONTRIBUTOR,NA,NO,angular,Gitter
6064,8,4,NONE,NA,NO,angular,Gitter
6069,3720,5,CONTRIBUTOR,NA,NO,angular,Gitter
6094,6862,6,NONE,NA,NO,angular,Gitter
6096,3926,3,CONTRIBUTOR,NA,NO,angular,Gitter
6097,1821,30,NONE,NA,NO,angular,Gitter
6102,3908,4,MEMBER,NA,NO,angular,Gitter
6120,5388,10,CONTRIBUTOR,NA,NO,angular,Gitter
6135,1457,15,CONTRIBUTOR,NA,NO,angular,Gitter
6137,6557,3,NONE,NA,NO,angular,Gitter
6149,6556,2,NONE,NA,NO,angular,Gitter
6152,14,4,NONE,NA,NO,angular,Gitter
6154,6552,7,NONE,NA,NO,angular,Gitter
6164,6799,5,NONE,NA,NO,angular,Gitter
6170,NA,10,NONE,NA,YES,angular,Gitter
6179,4829,26,NONE,NA,NO,angular,Gitter
6186,493,6,NONE,NA,NO,angular,Gitter
6204,91,30,NONE,NA,NO,angular,Gitter
6213,485,7,MEMBER,474988,YES,angular,Gitter
6222,0,7,NONE,NA,NO,angular,Gitter
6223,6699,30,NONE,NA,NO,angular,Gitter
6235,6585,6,NONE,NA,NO,angular,Gitter
6248,2527,5,NONE,NA,NO,angular,Gitter
6281,512,4,CONTRIBUTOR,35996,NO,angular,Gitter
6285,239,2,NONE,NA,NO,angular,Gitter
6290,6343,2,NONE,NA,NO,angular,Gitter
6304,1205,20,NONE,690815,NO,angular,Gitter
6306,5666,2,NONE,NA,NO,angular,Gitter
6311,3377,11,MEMBER,534930,YES,angular,Gitter
6325,1,10,NONE,NA,NO,angular,Gitter
6326,3479,15,NONE,NA,NO,angular,Gitter
6327,3958,19,CONTRIBUTOR,NA,NO,angular,Gitter
6336,444,5,NONE,NA,NO,angular,Gitter
6341,1024,10,CONTRIBUTOR,35996,NO,angular,Gitter
6359,315,8,MEMBER,2081709,YES,angular,Gitter
6366,237,5,NONE,NA,NO,angular,Gitter
6370,4067,9,NONE,NA,NO,angular,Gitter
6371,63,8,NONE,NA,NO,angular,Gitter
6374,5114,30,NONE,NA,NO,angular,Gitter
6375,16543,11,NONE,NA,NO,angular,Gitter
6380,2939,30,CONTRIBUTOR,NA,NO,angular,Gitter
6387,3168,6,NONE,NA,NO,angular,Gitter
6388,3519,4,NONE,NA,NO,angular,Gitter
6389,1,5,NONE,NA,NO,angular,Gitter
6392,7118,30,CONTRIBUTOR,NA,NO,angular,Gitter
6404,78,5,NONE,NA,NO,angular,Gitter
6407,3107,6,MEMBER,15655,NO,angular,Gitter
6413,4978,14,NONE,NA,NO,angular,Gitter
6425,3796,30,CONTRIBUTOR,NA,NO,angular,Gitter
6445,3430,5,NONE,NA,NO,angular,Gitter
6446,193,7,NONE,NA,NO,angular,Gitter
6457,5506,5,NONE,NA,NO,angular,Gitter
6460,2022,12,CONTRIBUTOR,NA,NO,angular,Gitter
6468,820,30,NONE,47395,NO,angular,Gitter
6474,22,4,CONTRIBUTOR,NA,NO,angular,Gitter
6501,3038,30,NONE,2316643,YES,angular,Gitter
6506,3171,9,NONE,NA,NO,angular,Gitter
6511,1349,13,NONE,NA,NO,angular,Gitter
6513,NA,8,NONE,NA,YES,angular,Gitter
6526,6103,3,NONE,NA,NO,angular,Gitter
6527,2242,8,NONE,NA,YES,angular,Gitter
6540,6335,7,NONE,NA,NO,angular,Gitter
6548,6543,2,CONTRIBUTOR,NA,NO,angular,Gitter
6549,16,7,NONE,NA,NO,angular,Gitter
6562,4065,9,NONE,NA,NO,angular,Gitter
6565,1,7,NONE,NA,NO,angular,Gitter
6567,2043,8,CONTRIBUTOR,690815,NO,angular,Gitter
6569,23,7,NONE,NA,NO,angular,Gitter
6571,14,4,NONE,NA,NO,angular,Gitter
6573,2255,30,NONE,3871688,YES,angular,Gitter
6587,1,3,CONTRIBUTOR,NA,NO,angular,Gitter
6591,5998,9,CONTRIBUTOR,NA,NO,angular,Gitter
6595,20880,30,CONTRIBUTOR,NA,YES,angular,Gitter
6600,NA,7,MEMBER,973550,YES,angular,Gitter
6601,24,3,MEMBER,95713,NO,angular,Gitter
6607,28,7,NONE,NA,NO,angular,Gitter
6611,25,17,NONE,NA,NO,angular,Gitter
6637,22278,19,NONE,NA,YES,angular,Gitter
6643,22272,6,CONTRIBUTOR,463703,YES,angular,Gitter
6648,1,15,MEMBER,NA,NO,angular,Gitter
6650,3141,2,CONTRIBUTOR,NA,NO,angular,Gitter
6651,22269,6,NONE,NA,YES,angular,Gitter
6652,9911,6,MEMBER,NA,NO,angular,Gitter
6675,6049,24,NONE,NA,NO,angular,Gitter
6678,3801,18,MEMBER,NA,NO,angular,Gitter
6679,756,18,NONE,35996,NO,angular,Gitter
6703,4569,10,NONE,NA,NO,angular,Gitter
6705,0,5,NONE,NA,NO,angular,Gitter
6710,29704,30,MEMBER,838736,YES,angular,Gitter
6716,3,7,CONTRIBUTOR,NA,NO,angular,Gitter
6727,5852,4,NONE,NA,NO,angular,Gitter
6729,292,21,NONE,474988,NO,angular,Gitter
6736,6,3,NONE,NA,NO,angular,Gitter
6747,5,2,NONE,NA,NO,angular,Gitter
6750,16420,3,CONTRIBUTOR,193422,NO,angular,Gitter
6768,1003,19,NONE,690815,NO,angular,Gitter
6782,5822,30,CONTRIBUTOR,NA,NO,angular,Gitter
6786,5763,30,NONE,NA,NO,angular,Gitter
6789,170,15,NONE,NA,NO,angular,Gitter
6798,5739,16,NONE,NA,NO,angular,Gitter
6817,81,11,NONE,47395,NO,angular,Gitter
6827,NA,23,NONE,NA,YES,angular,Gitter
6836,2941,2,NONE,NA,NO,angular,Gitter
6867,3962,14,NONE,NA,NO,angular,Gitter
6870,146,3,CONTRIBUTOR,NA,NO,angular,Gitter
6872,2,10,CONTRIBUTOR,NA,NO,angular,Gitter
6886,2857,30,NONE,NA,NO,angular,Gitter
6887,182,7,NONE,NA,NO,angular,Gitter
6889,5260,10,NONE,NA,NO,angular,Gitter
6895,NA,30,CONTRIBUTOR,3871688,YES,angular,Gitter
6897,634,8,CONTRIBUTOR,93018,YES,angular,Gitter
6902,4401,13,NONE,NA,NO,angular,Gitter
6904,5627,12,CONTRIBUTOR,NA,NO,angular,Gitter
6905,5889,7,CONTRIBUTOR,NA,NO,angular,Gitter
6913,10513,5,NONE,NA,NO,angular,Gitter
6926,1,2,NONE,NA,NO,angular,Gitter
6932,1774,22,NONE,NA,NO,angular,Gitter
6947,1966,5,CONTRIBUTOR,NA,NO,angular,Gitter
6970,2888,8,NONE,NA,NO,angular,Gitter
6985,5507,5,NONE,NA,NO,angular,Gitter
6993,2738,12,NONE,NA,NO,angular,Gitter
7001,166,29,NONE,NA,NO,angular,Gitter
7037,2135,10,CONTRIBUTOR,NA,NO,angular,Gitter
7054,3082,14,CONTRIBUTOR,NA,NO,angular,Gitter
7055,NA,23,CONTRIBUTOR,NA,YES,angular,Gitter
7067,6244,10,CONTRIBUTOR,NA,NO,angular,Gitter
7073,1047,2,CONTRIBUTOR,NA,NO,angular,Gitter
7088,2592,15,NONE,NA,NO,angular,Gitter
7093,5372,3,NONE,NA,NO,angular,Gitter
7108,NA,13,NONE,NA,YES,angular,Gitter
7113,12793,30,NONE,3871688,NO,angular,Gitter
7116,0,3,NONE,NA,NO,angular,Gitter
7126,223,6,MEMBER,15655,NO,angular,Gitter
7135,21667,5,NONE,NA,YES,angular,Gitter
7136,10466,30,CONTRIBUTOR,NA,NO,angular,Gitter
7144,5171,30,CONTRIBUTOR,NA,NO,angular,Gitter
7145,5050,7,CONTRIBUTOR,NA,YES,angular,Gitter
7155,1181,9,CONTRIBUTOR,NA,NO,angular,Gitter
7158,1662,5,MEMBER,690815,YES,angular,Gitter
7161,283,10,CONTRIBUTOR,690815,NO,angular,Gitter
7168,464,7,CONTRIBUTOR,NA,NO,angular,Gitter
7185,1529,26,NONE,35996,NO,angular,Gitter
7186,1603,4,CONTRIBUTOR,NA,NO,angular,Gitter
7194,2275,2,MEMBER,NA,NO,angular,Gitter
7199,6385,10,NONE,NA,NO,angular,Gitter
7201,7087,4,NONE,NA,NO,angular,Gitter
7207,2493,10,NONE,NA,NO,angular,Gitter
7208,5254,2,NONE,NA,NO,angular,Gitter
7209,2301,10,CONTRIBUTOR,690815,NO,angular,Gitter
7218,5231,6,NONE,NA,NO,angular,Gitter
7228,22,10,NONE,NA,NO,angular,Gitter
7239,3841,12,NONE,93018,NO,angular,Gitter
7251,NA,6,NONE,NA,YES,angular,Gitter
7260,3345,30,CONTRIBUTOR,463703,YES,angular,Gitter
7270,700,4,CONTRIBUTOR,NA,NO,angular,Gitter
7281,2142,8,CONTRIBUTOR,NA,NO,angular,Gitter
7282,2984,13,NONE,NA,NO,angular,Gitter
7288,2022,20,NONE,3871688,NO,angular,Gitter
7289,NA,21,MEMBER,3871688,YES,angular,Gitter
7294,28833,27,NONE,NA,YES,angular,Gitter
7301,184,12,NONE,NA,NO,angular,Gitter
7308,6960,8,CONTRIBUTOR,NA,NO,angular,Gitter
7311,76,14,CONTRIBUTOR,NA,NO,angular,Gitter
7312,778,7,NONE,NA,YES,angular,Gitter
7315,2964,20,CONTRIBUTOR,111951,NO,angular,Gitter
7324,5299,3,NONE,NA,NO,angular,Gitter
7328,6923,12,NONE,NA,NO,angular,Gitter
7329,17275,27,NONE,NA,NO,angular,Gitter
7340,32,3,NONE,NA,NO,angular,Gitter
7341,NA,16,NONE,NA,YES,angular,Gitter
7363,2530,11,CONTRIBUTOR,NA,YES,angular,Gitter
7370,6760,10,NONE,NA,NO,angular,Gitter
7374,1973,7,NONE,NA,NO,angular,Gitter
7378,4997,13,NONE,NA,NO,angular,Gitter
7390,1866,30,MEMBER,216296,NO,angular,Gitter
7391,4590,8,NONE,NA,NO,angular,Gitter
7409,985,17,NONE,NA,NO,angular,Gitter
7426,4955,10,NONE,NA,NO,angular,Gitter
7433,2139,3,CONTRIBUTOR,NA,NO,angular,Gitter
7438,4958,15,NONE,NA,NO,angular,Gitter
7478,15139,5,MEMBER,93018,NO,angular,Gitter
7480,926,10,MEMBER,NA,YES,angular,Gitter
7481,NA,22,MEMBER,NA,YES,angular,Gitter
7482,6763,30,MEMBER,NA,NO,angular,Gitter
7495,146,5,CONTRIBUTOR,474988,NO,angular,Gitter
7524,1794,10,NONE,NA,NO,angular,Gitter
7526,3,13,NONE,NA,NO,angular,Gitter
7530,4807,3,NONE,NA,NO,angular,Gitter
7536,24,2,CONTRIBUTOR,NA,NO,angular,Gitter
7564,3985,5,CONTRIBUTOR,NA,YES,angular,Gitter
7571,2156,5,NONE,534930,YES,angular,Gitter
7576,2905,9,CONTRIBUTOR,111951,YES,angular,Gitter
7596,7089,30,NONE,NA,NO,angular,Gitter
7603,260,13,CONTRIBUTOR,4841675,YES,angular,Gitter
7617,4926,2,CONTRIBUTOR,NA,NO,angular,Gitter
7621,3,16,NONE,NA,NO,angular,Gitter
7626,NA,13,CONTRIBUTOR,NA,YES,angular,Gitter
7630,NA,15,CONTRIBUTOR,NA,YES,angular,Gitter
7638,38,6,NONE,NA,NO,angular,Gitter
7639,1986,6,MEMBER,534930,NO,angular,Gitter
7642,2681,9,NONE,NA,NO,angular,Gitter
7652,164,30,NONE,NA,NO,angular,Gitter
7660,1605,24,NONE,NA,NO,angular,Gitter
7666,136,16,CONTRIBUTOR,NA,NO,angular,Gitter
7672,1827,2,NONE,NA,NO,angular,Gitter
7677,52,10,MEMBER,111951,YES,angular,Gitter
7689,4611,6,NONE,93018,NO,angular,Gitter
7690,13304,8,NONE,NA,NO,angular,Gitter
7697,NA,15,CONTRIBUTOR,NA,YES,angular,Gitter
7698,1419,2,MEMBER,111951,NO,angular,Gitter
7702,23,2,MEMBER,NA,YES,angular,Gitter
7706,4534,3,CONTRIBUTOR,NA,NO,angular,Gitter
7713,0,4,NONE,NA,NO,angular,Gitter
7721,486,30,NONE,NA,NO,angular,Gitter
7722,3078,23,NONE,NA,NO,angular,Gitter
7726,1324,13,CONTRIBUTOR,248818,NO,angular,Gitter
7742,22,2,CONTRIBUTOR,248818,YES,angular,Gitter
7744,16,4,NONE,NA,NO,angular,Gitter
7747,483,4,NONE,NA,NO,angular,Gitter
7748,5021,1,NONE,NA,NO,angular,Gitter
7756,2016,3,NONE,NA,NO,angular,Gitter
7757,NA,22,NONE,NA,YES,angular,Gitter
7782,4461,30,CONTRIBUTOR,NA,NO,angular,Gitter
7784,2444,30,CONTRIBUTOR,NA,NO,angular,Gitter
7791,19525,30,NONE,NA,YES,angular,Gitter
7795,NA,22,CONTRIBUTOR,973550,YES,angular,Gitter
7829,1235,1,MEMBER,NA,NO,angular,Gitter
7842,160,5,CONTRIBUTOR,3871688,NO,angular,Gitter
7845,4625,30,NONE,NA,NO,angular,Gitter
7849,1540,6,CONTRIBUTOR,NA,NO,angular,Gitter
7865,311,30,NONE,NA,NO,angular,Gitter
7869,73,6,CONTRIBUTOR,NA,NO,angular,Gitter
7873,4315,18,NONE,NA,NO,angular,Gitter
7888,219,2,CONTRIBUTOR,NA,NO,angular,Gitter
7891,3,1,NONE,NA,NO,angular,Gitter
7892,33,3,NONE,NA,NO,angular,Gitter
7916,4277,12,CONTRIBUTOR,248818,NO,angular,Gitter
7919,1066,12,CONTRIBUTOR,463703,NO,angular,Gitter
7924,65,2,CONTRIBUTOR,3871688,NO,angular,Gitter
7930,78,28,NONE,NA,NO,angular,Gitter
7933,13432,11,NONE,NA,NO,angular,Gitter
7936,1,9,CONTRIBUTOR,NA,YES,angular,Gitter
7964,1324,4,CONTRIBUTOR,NA,NO,angular,Gitter
7965,5952,9,NONE,NA,NO,angular,Gitter
7971,1317,13,NONE,NA,NO,angular,Gitter
7990,982,13,MEMBER,111951,NO,angular,Gitter
8006,1260,13,NONE,NA,NO,angular,Gitter
8011,1241,4,NONE,NA,NO,angular,Gitter
8015,6,4,NONE,NA,NO,angular,Gitter
8021,183,16,MEMBER,111951,NO,angular,Gitter
8022,1808,12,CONTRIBUTOR,NA,NO,angular,Gitter
8047,315,14,CONTRIBUTOR,95713,NO,angular,Gitter
8053,45,12,CONTRIBUTOR,NA,NO,angular,Gitter
8069,1012,13,CONTRIBUTOR,NA,NO,angular,Gitter
8072,22,15,NONE,NA,NO,angular,Gitter
8107,1758,6,CONTRIBUTOR,NA,NO,angular,Gitter
8112,20779,30,NONE,NA,YES,angular,Gitter
8136,26,1,NONE,3871688,NO,angular,Gitter
8148,65,2,CONTRIBUTOR,NA,NO,angular,Gitter
8153,3842,27,NONE,NA,NO,angular,Gitter
8157,0,2,NONE,NA,NO,angular,Gitter
8164,8408,8,MEMBER,NA,NO,angular,Gitter
8166,3995,22,NONE,NA,NO,angular,Gitter
8167,22,3,NONE,NA,NO,angular,Gitter
8173,102,4,CONTRIBUTOR,111951,NO,angular,Gitter
8194,14212,4,NONE,NA,NO,angular,Gitter
8208,0,30,NONE,NA,NO,angular,Gitter
8213,3908,3,NONE,248818,NO,angular,Gitter
8220,78,4,CONTRIBUTOR,NA,NO,angular,Gitter
8232,11,29,NONE,NA,NO,angular,Gitter
8237,1358,30,NONE,NA,NO,angular,Gitter
8238,1,9,NONE,NA,NO,angular,Gitter
8242,86,11,MEMBER,NA,NO,angular,Gitter
8244,32,1,MEMBER,NA,NO,angular,Gitter
8245,1066,10,CONTRIBUTOR,973550,NO,angular,Gitter
8249,4569,11,NONE,NA,NO,angular,Gitter
8251,15367,16,CONTRIBUTOR,NA,NO,angular,Gitter
8277,NA,30,NONE,NA,YES,angular,Gitter
8280,15346,21,NONE,85066,NO,angular,Gitter
8299,2417,5,NONE,NA,NO,angular,Gitter
8300,546,2,CONTRIBUTOR,NA,NO,angular,Gitter
8302,854,8,NONE,NA,NO,angular,Gitter
8314,8517,12,NONE,NA,NO,angular,Gitter
8315,4428,19,NONE,NA,NO,angular,Gitter
8320,129,2,MEMBER,NA,NO,angular,Gitter
8346,233,5,MEMBER,NA,NO,angular,Gitter
8356,3598,2,CONTRIBUTOR,NA,NO,angular,Gitter
8357,1427,12,CONTRIBUTOR,NA,NO,angular,Gitter
8368,1167,9,CONTRIBUTOR,NA,NO,angular,Gitter
8369,24,2,CONTRIBUTOR,NA,NO,angular,Gitter
8385,30,2,CONTRIBUTOR,NA,NO,angular,Gitter
8390,2,2,MEMBER,NA,NO,angular,Gitter
8397,1261,30,CONTRIBUTOR,NA,NO,angular,Gitter
8403,421,0,NONE,NA,NO,angular,Gitter
8409,1252,14,CONTRIBUTOR,NA,NO,angular,Gitter
8411,580,2,CONTRIBUTOR,NA,NO,angular,Gitter
8412,3524,9,NONE,NA,NO,angular,Gitter
8413,731,11,CONTRIBUTOR,NA,NO,angular,Gitter
8420,769,11,CONTRIBUTOR,NA,NO,angular,Gitter
8422,7518,13,NONE,NA,NO,angular,Gitter
8425,719,4,NONE,NA,NO,angular,Gitter
8427,1543,13,NONE,NA,NO,angular,Gitter
8428,3698,6,NONE,NA,NO,angular,Gitter
8444,72,1,CONTRIBUTOR,NA,NO,angular,Gitter
8452,381,5,MEMBER,NA,NO,angular,Gitter
8455,496,6,CONTRIBUTOR,NA,NO,angular,Gitter
8458,17,5,NONE,NA,NO,angular,Gitter
8463,3682,6,NONE,NA,NO,angular,Gitter
8482,31,3,NONE,NA,NO,angular,Gitter
8491,23,10,NONE,NA,NO,angular,Gitter
8498,3463,6,NONE,NA,NO,angular,Gitter
8503,1672,15,NONE,NA,NO,angular,Gitter
8508,1014,5,NONE,NA,NO,angular,Gitter
8509,632,24,NONE,216296,NO,angular,Gitter
8511,1118,26,CONTRIBUTOR,7208,NO,angular,Gitter
8514,255,2,CONTRIBUTOR,NA,NO,angular,Gitter
8517,1058,11,NONE,NA,NO,angular,Gitter
8519,825,30,NONE,NA,NO,angular,Gitter
8529,3599,6,NONE,NA,NO,angular,Gitter
8539,5,28,NONE,NA,NO,angular,Gitter
8544,21,30,NONE,NA,NO,angular,Gitter
8550,8596,30,CONTRIBUTOR,47395,NO,angular,Gitter
8561,NA,13,NONE,NA,YES,angular,Gitter
8562,543,10,CONTRIBUTOR,NA,NO,angular,Gitter
8563,NA,30,MEMBER,111951,YES,angular,Gitter
8566,59,9,NONE,NA,NO,angular,Gitter
8567,1189,15,CONTRIBUTOR,NA,NO,angular,Gitter
8568,117,11,CONTRIBUTOR,7208,NO,angular,Gitter
8569,63,3,NONE,NA,NO,angular,Gitter
8572,338,2,CONTRIBUTOR,NA,NO,angular,Gitter
8580,516,11,MEMBER,973550,NO,angular,Gitter
8603,1058,5,NONE,NA,NO,angular,Gitter
8615,2066,13,CONTRIBUTOR,NA,NO,angular,Gitter
8620,8,10,NONE,NA,NO,angular,Gitter
8637,324,21,CONTRIBUTOR,NA,NO,angular,Gitter
8646,124,1,CONTRIBUTOR,216296,NO,angular,Gitter
8655,785,11,NONE,NA,NO,angular,Gitter
8656,18,3,NONE,NA,NO,angular,Gitter
8667,767,4,NONE,NA,NO,angular,Gitter
8678,14883,13,CONTRIBUTOR,NA,NO,angular,Gitter
8682,17,9,NONE,NA,NO,angular,Gitter
8707,NA,15,NONE,NA,YES,angular,Gitter
8714,1,3,NONE,NA,NO,angular,Gitter
8720,404,9,CONTRIBUTOR,NA,NO,angular,Gitter
8729,5180,2,NONE,NA,NO,angular,Gitter
8734,144,4,MEMBER,NA,NO,angular,Gitter
8737,3307,5,NONE,NA,NO,angular,Gitter
8759,7101,24,MEMBER,47395,NO,angular,Gitter
8761,135,3,MEMBER,NA,NO,angular,Gitter
8785,NA,30,NONE,NA,YES,angular,Gitter
8789,13653,2,NONE,NA,NO,angular,Gitter
8797,3216,4,NONE,NA,NO,angular,Gitter
8834,735,11,NONE,3871688,YES,angular,Gitter
8841,556,2,MEMBER,534930,NO,angular,Gitter
8845,456,3,CONTRIBUTOR,47395,NO,angular,Gitter
8848,6023,1,MEMBER,534930,NO,angular,Gitter
8866,NA,22,CONTRIBUTOR,NA,YES,angular,Gitter
8912,49,3,CONTRIBUTOR,NA,NO,angular,Gitter
8923,5889,4,NONE,NA,NO,angular,Gitter
8925,709,10,CONTRIBUTOR,NA,NO,angular,Gitter
8936,14,5,NONE,NA,NO,angular,Gitter
8997,821,25,CONTRIBUTOR,NA,NO,angular,Gitter
9033,5936,20,NONE,NA,NO,angular,Gitter
9035,8,30,NONE,NA,NO,angular,Gitter
9039,10,3,NONE,NA,NO,angular,Gitter
9042,97,4,CONTRIBUTOR,216296,NO,angular,Gitter
9043,0,1,CONTRIBUTOR,NA,NO,angular,Gitter
9047,43,26,NONE,NA,NO,angular,Gitter
9049,264,5,CONTRIBUTOR,NA,NO,angular,Gitter
9060,24068,21,NONE,NA,YES,angular,Gitter
9062,3253,3,CONTRIBUTOR,NA,NO,angular,Gitter
9092,1,2,CONTRIBUTOR,NA,NO,angular,Gitter
9100,2683,4,CONTRIBUTOR,NA,NO,angular,Gitter
9102,0,3,CONTRIBUTOR,47395,NO,angular,Gitter
9103,0,1,CONTRIBUTOR,NA,NO,angular,Gitter
9104,7864,30,CONTRIBUTOR,248818,NO,angular,Gitter
9115,942,4,CONTRIBUTOR,NA,YES,angular,Gitter
9119,NA,8,NONE,3871688,YES,angular,Gitter
9143,99,7,MEMBER,248818,YES,angular,Gitter
9152,1,1,CONTRIBUTOR,NA,NO,angular,Gitter
9156,2,5,NONE,NA,NO,angular,Gitter
9167,21,1,CONTRIBUTOR,NA,NO,angular,Gitter
9173,51,16,CONTRIBUTOR,NA,NO,angular,Gitter
9179,13,3,NONE,NA,NO,angular,Gitter
