issuenumber,restime,commentcount,author_association,assigneeid,milestone,room,config
19348,89,4,CONTRIBUTOR,NA,NO,angular,Random
19356,257,2,CONTRIBUTOR,4116963,NO,angular,Random
19358,38,12,CONTRIBUTOR,15655,NO,angular,Random
19371,7927,15,CONTRIBUTOR,42211,NO,angular,Random
194,1,3,CONTRIBUTOR,NA,NO,angular,Random
19407,12410,3,CONTRIBUTOR,NA,YES,angular,Random
1941,63,2,CONTRIBUTOR,111951,NO,angular,Random
19423,2,4,CONTRIBUTOR,NA,NO,angular,Random
1943,347,6,NONE,NA,NO,angular,Random
19433,1492,5,CONTRIBUTOR,NA,NO,angular,Random
19436,NA,1,NONE,NA,YES,angular,Random
19437,1,2,NONE,NA,NO,angular,Random
1944,56,4,CONTRIBUTOR,NA,NO,angular,Random
19448,22,9,NONE,NA,NO,angular,Random
19457,123,4,MEMBER,NA,NO,angular,Random
19458,4,3,NONE,NA,NO,angular,Random
19461,1610,6,CONTRIBUTOR,47395,NO,angular,Random
19463,612,8,CONTRIBUTOR,NA,NO,angular,Random
19467,NA,0,CONTRIBUTOR,NA,YES,angular,Random
19478,68,4,NONE,NA,NO,angular,Random
19507,414,5,NONE,NA,NO,angular,Random
19509,7350,9,CONTRIBUTOR,42211,NO,angular,Random
19519,69,11,CONTRIBUTOR,NA,NO,angular,Random
19540,8,2,NONE,NA,NO,angular,Random
1955,15,10,CONTRIBUTOR,111951,NO,angular,Random
19561,124,4,CONTRIBUTOR,NA,YES,angular,Random
19573,NA,2,MEMBER,15655,YES,angular,Random
19605,715,10,NONE,NA,NO,angular,Random
19610,1,3,NONE,NA,NO,angular,Random
19611,19,3,NONE,NA,NO,angular,Random
19613,9,5,NONE,NA,NO,angular,Random
19622,579,3,NONE,NA,NO,angular,Random
19633,566,4,MEMBER,NA,NO,angular,Random
19637,30,2,MEMBER,NA,YES,angular,Random
19639,8,3,NONE,NA,NO,angular,Random
19640,8,2,NONE,NA,NO,angular,Random
19650,59,5,NONE,NA,NO,angular,Random
19661,3882,3,NONE,NA,NO,angular,Random
19662,464,2,NONE,NA,NO,angular,Random
19686,NA,4,NONE,NA,YES,angular,Random
19690,NA,2,NONE,NA,YES,angular,Random
19695,0,2,CONTRIBUTOR,NA,NO,angular,Random
1970,43,5,CONTRIBUTOR,NA,NO,angular,Random
19708,504,3,NONE,NA,NO,angular,Random
19712,3840,19,NONE,NA,YES,angular,Random
19713,NA,6,NONE,NA,YES,angular,Random
19714,8658,11,NONE,33034359,YES,angular,Random
19720,83,2,MEMBER,NA,NO,angular,Random
19724,42,3,NONE,NA,NO,angular,Random
19731,18,5,NONE,NA,NO,angular,Random
19734,10672,1,CONTRIBUTOR,NA,YES,angular,Random
19737,1093,3,NONE,NA,NO,angular,Random
1974,23,8,CONTRIBUTOR,216296,NO,angular,Random
19746,4784,2,MEMBER,NA,YES,angular,Random
19752,24,4,CONTRIBUTOR,NA,NO,angular,Random
19755,22,6,NONE,NA,NO,angular,Random
19757,1544,30,MEMBER,372013,YES,angular,Random
19764,26,5,CONTRIBUTOR,NA,NO,angular,Random
19780,1,3,NONE,NA,NO,angular,Random
19789,1,3,CONTRIBUTOR,NA,NO,angular,Random
19790,2,2,NONE,NA,NO,angular,Random
19796,NA,3,NONE,NA,YES,angular,Random
19798,NA,1,NONE,NA,YES,angular,Random
19810,22,2,MEMBER,NA,NO,angular,Random
19816,NA,1,CONTRIBUTOR,NA,YES,angular,Random
19819,2,4,NONE,NA,NO,angular,Random
19824,NA,3,NONE,NA,YES,angular,Random
1983,19,3,CONTRIBUTOR,973550,NO,angular,Random
19830,124,4,NONE,NA,NO,angular,Random
19831,915,5,CONTRIBUTOR,165056,NO,angular,Random
19835,989,5,NONE,NA,NO,angular,Random
1984,1,3,MEMBER,NA,NO,angular,Random
19843,309,2,CONTRIBUTOR,129061,YES,angular,Random
19848,73,6,MEMBER,NA,NO,angular,Random
19854,NA,5,MEMBER,NA,YES,angular,Random
19860,7,3,NONE,NA,NO,angular,Random
19889,705,7,CONTRIBUTOR,165056,NO,angular,Random
19893,27,2,MEMBER,15655,NO,angular,Random
19897,10,3,NONE,NA,NO,angular,Random
199,1800,9,NONE,NA,NO,angular,Random
19915,2,4,CONTRIBUTOR,NA,NO,angular,Random
19927,3,3,CONTRIBUTOR,NA,NO,angular,Random
19933,1,2,NONE,NA,NO,angular,Random
19939,162,5,CONTRIBUTOR,NA,NO,angular,Random
19943,20,5,NONE,NA,NO,angular,Random
19949,26,1,CONTRIBUTOR,NA,NO,angular,Random
19955,103,4,MEMBER,NA,NO,angular,Random
19958,816,16,CONTRIBUTOR,NA,NO,angular,Random
19961,NA,0,NONE,NA,YES,angular,Random
19967,1,4,NONE,NA,NO,angular,Random
19969,330,5,NONE,NA,NO,angular,Random
19971,157,3,NONE,NA,NO,angular,Random
1998,55,1,MEMBER,NA,YES,angular,Random
1999,55,2,MEMBER,35996,YES,angular,Random
19997,NA,11,NONE,NA,YES,angular,Random
2000,55,1,MEMBER,NA,YES,angular,Random
20015,248,2,NONE,NA,NO,angular,Random
20039,48,2,MEMBER,NA,NO,angular,Random
20059,679,5,NONE,NA,NO,angular,Random
20071,9,10,CONTRIBUTOR,NA,NO,angular,Random
20093,34,4,NONE,NA,NO,angular,Random
20103,199,8,CONTRIBUTOR,NA,NO,angular,Random
20104,29,3,NONE,NA,NO,angular,Random
20105,8344,19,NONE,NA,YES,angular,Random
20130,NA,2,CONTRIBUTOR,NA,YES,angular,Random
20132,5,2,NONE,NA,NO,angular,Random
20142,8,3,NONE,NA,NO,angular,Random
20143,348,5,CONTRIBUTOR,NA,NO,angular,Random
20150,3,3,NONE,NA,NO,angular,Random
20157,75,7,CONTRIBUTOR,NA,NO,angular,Random
20159,1494,27,MEMBER,NA,YES,angular,Random
20160,97,8,NONE,NA,NO,angular,Random
20184,56,6,MEMBER,NA,YES,angular,Random
20195,1,5,NONE,NA,NO,angular,Random
20198,21,2,CONTRIBUTOR,NA,NO,angular,Random
20200,0,1,NONE,NA,NO,angular,Random
2021,359,2,MEMBER,474988,YES,angular,Random
20228,NA,3,NONE,NA,YES,angular,Random
20261,19,3,NONE,NA,NO,angular,Random
20263,1,3,NONE,NA,NO,angular,Random
20274,730,3,NONE,NA,NO,angular,Random
20279,NA,3,NONE,NA,YES,angular,Random
20285,24,3,CONTRIBUTOR,NA,NO,angular,Random
20286,2,3,NONE,NA,NO,angular,Random
20295,33,2,CONTRIBUTOR,NA,NO,angular,Random
20299,7,5,NONE,NA,NO,angular,Random
2030,44,1,CONTRIBUTOR,95713,NO,angular,Random
20303,31,1,CONTRIBUTOR,NA,NO,angular,Random
20304,4,6,NONE,NA,NO,angular,Random
20309,1,2,NONE,NA,NO,angular,Random
20332,3201,28,MEMBER,111951,NO,angular,Random
20355,63,23,NONE,NA,NO,angular,Random
20357,60,20,NONE,NA,NO,angular,Random
20372,34,5,NONE,NA,NO,angular,Random
20378,28,6,CONTRIBUTOR,NA,NO,angular,Random
20382,2938,10,CONTRIBUTOR,2958442,NO,angular,Random
2039,11,3,MEMBER,NA,YES,angular,Random
204,1227,2,MEMBER,NA,YES,angular,Random
20403,739,30,MEMBER,NA,NO,angular,Random
20408,0,2,CONTRIBUTOR,NA,NO,angular,Random
2042,290,9,NONE,NA,NO,angular,Random
20422,NA,5,NONE,NA,YES,angular,Random
20429,190,11,CONTRIBUTOR,NA,NO,angular,Random
2043,34,4,CONTRIBUTOR,216296,NO,angular,Random
20434,NA,0,CONTRIBUTOR,NA,YES,angular,Random
20459,294,8,CONTRIBUTOR,NA,NO,angular,Random
20473,NA,4,NONE,NA,YES,angular,Random
20499,16488,3,NONE,NA,YES,angular,Random
205,1,2,CONTRIBUTOR,690815,NO,angular,Random
20508,86,2,CONTRIBUTOR,NA,NO,angular,Random
20514,17,4,NONE,NA,NO,angular,Random
2052,31,3,CONTRIBUTOR,2316643,NO,angular,Random
20529,48,4,NONE,NA,NO,angular,Random
20530,48,2,NONE,NA,NO,angular,Random
20531,717,2,MEMBER,NA,NO,angular,Random
20540,43,3,CONTRIBUTOR,NA,NO,angular,Random
20557,1015,4,CONTRIBUTOR,NA,NO,angular,Random
2057,9,2,NONE,NA,NO,angular,Random
20575,158,30,NONE,NA,NO,angular,Random
20579,NA,7,CONTRIBUTOR,NA,YES,angular,Random
20602,2,4,NONE,NA,NO,angular,Random
2061,20,2,MEMBER,NA,NO,angular,Random
20615,2,2,NONE,NA,NO,angular,Random
20616,74,4,NONE,NA,NO,angular,Random
20627,NA,2,CONTRIBUTOR,NA,YES,angular,Random
20628,259,1,NONE,NA,NO,angular,Random
20647,209,5,CONTRIBUTOR,NA,NO,angular,Random
20655,4,2,NONE,NA,NO,angular,Random
20660,10,5,NONE,NA,NO,angular,Random
20667,NA,0,CONTRIBUTOR,NA,YES,angular,Random
20670,21,2,NONE,NA,NO,angular,Random
2068,172,1,CONTRIBUTOR,NA,NO,angular,Random
20687,1,4,NONE,NA,NO,angular,Random
20689,4,2,NONE,NA,NO,angular,Random
20691,12,1,MEMBER,NA,NO,angular,Random
20693,NA,0,CONTRIBUTOR,NA,YES,angular,Random
20699,NA,7,CONTRIBUTOR,NA,YES,angular,Random
20701,158,5,CONTRIBUTOR,129061,NO,angular,Random
20705,1136,13,CONTRIBUTOR,NA,NO,angular,Random
20707,0,2,CONTRIBUTOR,NA,NO,angular,Random
2071,2,1,CONTRIBUTOR,NA,NO,angular,Random
20711,13125,19,NONE,4116963,YES,angular,Random
20712,NA,17,NONE,NA,YES,angular,Random
20713,11225,16,NONE,NA,YES,angular,Random
20717,NA,0,NONE,NA,YES,angular,Random
20726,10,3,NONE,NA,NO,angular,Random
20742,255,3,NONE,NA,NO,angular,Random
20745,46,4,CONTRIBUTOR,NA,NO,angular,Random
20752,80,30,NONE,NA,NO,angular,Random
20759,20,2,NONE,NA,NO,angular,Random
2077,116,3,CONTRIBUTOR,NA,NO,angular,Random
20774,37,3,NONE,NA,NO,angular,Random
20775,876,8,NONE,516168,NO,angular,Random
20776,31,4,NONE,NA,NO,angular,Random
20785,NA,1,NONE,NA,YES,angular,Random
20786,38,1,CONTRIBUTOR,NA,NO,angular,Random
20788,90,7,NONE,NA,NO,angular,Random
20790,11,4,NONE,NA,NO,angular,Random
20795,3775,13,CONTRIBUTOR,NA,YES,angular,Random
20802,2,2,NONE,NA,NO,angular,Random
20813,0,2,NONE,NA,NO,angular,Random
20825,34,5,NONE,NA,NO,angular,Random
20833,NA,3,NONE,NA,YES,angular,Random
20843,46,1,MEMBER,NA,NO,angular,Random
20849,5,2,MEMBER,NA,NO,angular,Random
20852,20,6,NONE,NA,NO,angular,Random
20856,3,9,NONE,NA,NO,angular,Random
20858,11,5,NONE,NA,NO,angular,Random
20873,4,3,NONE,NA,NO,angular,Random
20874,NA,0,CONTRIBUTOR,NA,YES,angular,Random
20883,0,2,NONE,NA,NO,angular,Random
20896,72,2,CONTRIBUTOR,NA,NO,angular,Random
20898,97,5,CONTRIBUTOR,NA,NO,angular,Random
2090,217,2,NONE,NA,NO,angular,Random
20904,7310,3,NONE,33034359,YES,angular,Random
20914,625,9,MEMBER,NA,YES,angular,Random
20916,10732,4,MEMBER,NA,YES,angular,Random
20917,1140,4,CONTRIBUTOR,NA,NO,angular,Random
20921,4563,2,CONTRIBUTOR,NA,YES,angular,Random
20937,0,1,MEMBER,NA,NO,angular,Random
20945,10613,16,NONE,NA,YES,angular,Random
2096,3,2,MEMBER,NA,NO,angular,Random
20962,2,2,NONE,NA,NO,angular,Random
20967,144,1,MEMBER,NA,YES,angular,Random
20972,142,4,CONTRIBUTOR,NA,NO,angular,Random
20973,62,3,CONTRIBUTOR,NA,NO,angular,Random
20980,6,3,NONE,NA,NO,angular,Random
20983,560,11,CONTRIBUTOR,NA,YES,angular,Random
20995,NA,7,NONE,NA,YES,angular,Random
21018,1324,9,NONE,NA,NO,angular,Random
21045,0,2,NONE,NA,NO,angular,Random
21054,114,1,CONTRIBUTOR,NA,NO,angular,Random
21067,71,4,NONE,NA,NO,angular,Random
21068,60,20,NONE,NA,NO,angular,Random
21071,58,5,NONE,NA,NO,angular,Random
21072,393,4,NONE,NA,NO,angular,Random
21087,10,2,NONE,NA,NO,angular,Random
21100,16,3,NONE,NA,NO,angular,Random
21115,NA,30,NONE,NA,YES,angular,Random
21123,NA,3,CONTRIBUTOR,NA,YES,angular,Random
21132,10,4,NONE,NA,NO,angular,Random
21150,0,3,NONE,NA,NO,angular,Random
21156,119,5,CONTRIBUTOR,NA,NO,angular,Random
21186,NA,6,CONTRIBUTOR,4116963,YES,angular,Random
21199,6,2,CONTRIBUTOR,NA,NO,angular,Random
2120,123,8,CONTRIBUTOR,NA,NO,angular,Random
21201,NA,3,NONE,NA,YES,angular,Random
21205,16,3,NONE,NA,NO,angular,Random
21210,5,1,NONE,NA,NO,angular,Random
21211,0,2,NONE,NA,NO,angular,Random
21228,930,11,CONTRIBUTOR,NA,NO,angular,Random
21233,NA,2,NONE,NA,YES,angular,Random
21249,1,7,NONE,NA,NO,angular,Random
21300,NA,2,NONE,NA,YES,angular,Random
21306,652,8,CONTRIBUTOR,15655,NO,angular,Random
21309,6,4,MEMBER,NA,NO,angular,Random
21312,NA,3,MEMBER,NA,YES,angular,Random
21317,995,24,MEMBER,15655,YES,angular,Random
21339,NA,0,CONTRIBUTOR,NA,YES,angular,Random
21349,89,5,MEMBER,NA,NO,angular,Random
2136,151,8,MEMBER,2294695,YES,angular,Random
21362,4402,5,NONE,NA,YES,angular,Random
21366,2,3,NONE,NA,NO,angular,Random
2138,0,1,CONTRIBUTOR,NA,NO,angular,Random
21381,NA,2,NONE,NA,YES,angular,Random
21384,1107,3,NONE,4116963,NO,angular,Random
21412,15439,5,NONE,NA,YES,angular,Random
2143,90,4,MEMBER,NA,NO,angular,Random
21441,6,2,NONE,NA,NO,angular,Random
21451,1194,5,CONTRIBUTOR,15655,YES,angular,Random
21457,NA,24,MEMBER,NA,YES,angular,Random
21459,452,2,MEMBER,NA,NO,angular,Random
21465,1194,8,CONTRIBUTOR,NA,NO,angular,Random
2147,280,3,CONTRIBUTOR,15655,YES,angular,Random
21475,153,2,CONTRIBUTOR,NA,NO,angular,Random
21498,114,12,NONE,NA,NO,angular,Random
21500,NA,6,NONE,NA,YES,angular,Random
21505,4,2,NONE,NA,NO,angular,Random
21507,NA,0,CONTRIBUTOR,NA,YES,angular,Random
21508,6557,6,MEMBER,NA,YES,angular,Random
21527,9,8,NONE,NA,NO,angular,Random
21541,31,12,NONE,NA,NO,angular,Random
21542,2555,8,NONE,NA,YES,angular,Random
21543,200,4,NONE,NA,NO,angular,Random
21546,NA,2,NONE,NA,YES,angular,Random
21554,8,2,NONE,NA,NO,angular,Random
21556,1,3,NONE,NA,NO,angular,Random
21557,79,3,MEMBER,NA,NO,angular,Random
2157,2167,5,CONTRIBUTOR,NA,NO,angular,Random
21573,2137,2,MEMBER,22898577,NO,angular,Random
21589,35,4,MEMBER,NA,NO,angular,Random
21599,744,4,CONTRIBUTOR,4116963,NO,angular,Random
21602,503,2,CONTRIBUTOR,NA,NO,angular,Random
21608,48,1,CONTRIBUTOR,265378,NO,angular,Random
21615,NA,3,CONTRIBUTOR,NA,YES,angular,Random
2162,1209,7,CONTRIBUTOR,690815,YES,angular,Random
21621,520,19,NONE,NA,NO,angular,Random
21626,32,5,CONTRIBUTOR,NA,NO,angular,Random
21627,3,4,NONE,NA,NO,angular,Random
21630,30,3,MEMBER,NA,NO,angular,Random
21633,17,6,MEMBER,265378,NO,angular,Random
2164,1,4,CONTRIBUTOR,NA,NO,angular,Random
21641,26,5,MEMBER,NA,NO,angular,Random
21644,1,2,MEMBER,NA,NO,angular,Random
21649,2,4,CONTRIBUTOR,NA,NO,angular,Random
21659,117,3,NONE,NA,NO,angular,Random
21661,6647,12,CONTRIBUTOR,15655,YES,angular,Random
21680,467,4,CONTRIBUTOR,NA,NO,angular,Random
21698,33,2,NONE,NA,NO,angular,Random
217,0,1,CONTRIBUTOR,NA,NO,angular,Random
21724,NA,6,NONE,NA,YES,angular,Random
21730,64,3,CONTRIBUTOR,NA,NO,angular,Random
21760,35,4,CONTRIBUTOR,NA,NO,angular,Random
21771,174,10,CONTRIBUTOR,NA,NO,angular,Random
2178,0,2,NONE,NA,NO,angular,Random
21780,NA,6,NONE,NA,YES,angular,Random
21784,456,16,CONTRIBUTOR,NA,NO,angular,Random
21792,138,1,CONTRIBUTOR,NA,NO,angular,Random
21799,8,2,NONE,NA,NO,angular,Random
21853,2,2,NONE,NA,NO,angular,Random
21868,4,1,CONTRIBUTOR,NA,NO,angular,Random
21876,266,4,CONTRIBUTOR,NA,NO,angular,Random
21884,NA,14,MEMBER,265378,YES,angular,Random
21888,351,3,NONE,NA,NO,angular,Random
21910,173,10,NONE,NA,NO,angular,Random
21914,4335,9,CONTRIBUTOR,NA,YES,angular,Random
2194,385,4,CONTRIBUTOR,NA,YES,angular,Random
21953,482,5,NONE,NA,YES,angular,Random
21965,0,2,NONE,NA,NO,angular,Random
21969,NA,1,MEMBER,NA,YES,angular,Random
21970,23,2,MEMBER,NA,NO,angular,Random
21981,1,3,NONE,NA,NO,angular,Random
21989,0,2,NONE,NA,NO,angular,Random
21998,7347,5,MEMBER,NA,NO,angular,Random
22012,73,5,NONE,NA,NO,angular,Random
22015,4299,3,CONTRIBUTOR,NA,NO,angular,Random
22022,38,9,NONE,NA,NO,angular,Random
22026,29,5,NONE,NA,NO,angular,Random
22034,356,10,CONTRIBUTOR,NA,NO,angular,Random
22040,23,10,CONTRIBUTOR,NA,NO,angular,Random
22047,3698,2,CONTRIBUTOR,3871688,YES,angular,Random
22056,22,3,CONTRIBUTOR,NA,NO,angular,Random
22069,172,2,CONTRIBUTOR,4116963,NO,angular,Random
22079,1220,2,MEMBER,93018,NO,angular,Random
22088,NA,0,MEMBER,8604205,YES,angular,Random
22090,108,4,NONE,NA,NO,angular,Random
221,1,6,CONTRIBUTOR,NA,NO,angular,Random
22100,6481,4,NONE,NA,YES,angular,Random
22102,102,2,NONE,NA,NO,angular,Random
22107,97,5,CONTRIBUTOR,NA,NO,angular,Random
22115,109,7,NONE,NA,NO,angular,Random
2212,23,3,CONTRIBUTOR,NA,NO,angular,Random
22132,409,1,MEMBER,31675481,YES,angular,Random
22141,1,2,NONE,NA,NO,angular,Random
22148,NA,7,NONE,NA,YES,angular,Random
2216,2109,5,NONE,NA,NO,angular,Random
22160,4235,8,CONTRIBUTOR,NA,NO,angular,Random
22165,1088,3,NONE,NA,YES,angular,Random
2217,145,4,CONTRIBUTOR,248818,NO,angular,Random
22192,14,3,NONE,NA,NO,angular,Random
2220,1087,18,CONTRIBUTOR,211513,YES,angular,Random
22207,51,7,CONTRIBUTOR,NA,NO,angular,Random
22208,4766,10,NONE,NA,YES,angular,Random
2221,408,1,NONE,93018,YES,angular,Random
22227,11,4,NONE,NA,NO,angular,Random
22233,11,2,MEMBER,NA,NO,angular,Random
22236,NA,0,CONTRIBUTOR,NA,YES,angular,Random
2224,1081,3,NONE,NA,NO,angular,Random
22242,127,9,NONE,NA,NO,angular,Random
22253,104,2,NONE,NA,NO,angular,Random
22260,NA,4,NONE,15655,YES,angular,Random
22264,NA,0,CONTRIBUTOR,NA,YES,angular,Random
22275,NA,9,CONTRIBUTOR,NA,YES,angular,Random
22285,10,2,CONTRIBUTOR,NA,NO,angular,Random
2229,95,5,CONTRIBUTOR,690815,NO,angular,Random
22290,0,3,CONTRIBUTOR,NA,NO,angular,Random
22297,21,3,NONE,NA,NO,angular,Random
22308,0,5,NONE,NA,NO,angular,Random
22321,17,2,CONTRIBUTOR,NA,NO,angular,Random
22330,218,11,CONTRIBUTOR,NA,NO,angular,Random
22337,326,26,CONTRIBUTOR,NA,NO,angular,Random
2234,335,4,CONTRIBUTOR,613610,NO,angular,Random
22354,4,2,NONE,NA,NO,angular,Random
22361,0,3,NONE,NA,NO,angular,Random
22362,824,9,NONE,NA,YES,angular,Random
22378,4,1,CONTRIBUTOR,NA,NO,angular,Random
22380,115,6,MEMBER,NA,NO,angular,Random
22387,113,1,MEMBER,NA,YES,angular,Random
22389,139,18,CONTRIBUTOR,NA,NO,angular,Random
22390,1,4,CONTRIBUTOR,NA,NO,angular,Random
22400,109,6,MEMBER,NA,NO,angular,Random
2241,1,2,CONTRIBUTOR,NA,NO,angular,Random
22427,803,7,NONE,NA,YES,angular,Random
22431,56,11,CONTRIBUTOR,NA,NO,angular,Random
22440,0,2,NONE,NA,NO,angular,Random
22461,745,5,CONTRIBUTOR,NA,YES,angular,Random
22469,42,9,CONTRIBUTOR,NA,NO,angular,Random
22480,46,11,CONTRIBUTOR,NA,NO,angular,Random
22482,23,5,CONTRIBUTOR,NA,NO,angular,Random
22491,1,4,NONE,NA,NO,angular,Random
22503,7508,12,CONTRIBUTOR,NA,NO,angular,Random
22525,49,9,NONE,251396,YES,angular,Random
22526,2,1,CONTRIBUTOR,NA,NO,angular,Random
22535,1,3,CONTRIBUTOR,NA,NO,angular,Random
2254,3,2,CONTRIBUTOR,NA,NO,angular,Random
22549,116,3,NONE,NA,YES,angular,Random
22551,NA,1,CONTRIBUTOR,NA,YES,angular,Random
22556,NA,30,NONE,NA,YES,angular,Random
22560,650,6,NONE,NA,YES,angular,Random
22568,58,4,NONE,NA,YES,angular,Random
22587,1596,19,CONTRIBUTOR,NA,YES,angular,Random
22589,4,4,NONE,NA,YES,angular,Random
22592,579,2,NONE,NA,YES,angular,Random
2260,0,2,CONTRIBUTOR,NA,NO,angular,Random
22600,422,24,CONTRIBUTOR,NA,NO,angular,Random
22601,2,3,NONE,NA,YES,angular,Random
22605,10,11,NONE,NA,YES,angular,Random
22608,50,3,NONE,NA,YES,angular,Random
22609,4,2,NONE,NA,YES,angular,Random
22613,NA,5,CONTRIBUTOR,47395,YES,angular,Random
22641,4,2,CONTRIBUTOR,NA,NO,angular,Random
22644,105,4,NONE,NA,YES,angular,Random
22658,2,2,CONTRIBUTOR,NA,NO,angular,Random
22681,74,6,MEMBER,NA,NO,angular,Random
22683,75,2,MEMBER,NA,NO,angular,Random
22695,3,2,NONE,NA,YES,angular,Random
22699,NA,1,MEMBER,NA,YES,angular,Random
22703,20,7,NONE,NA,YES,angular,Random
22726,36,6,CONTRIBUTOR,129061,NO,angular,Random
22729,3,3,NONE,NA,YES,angular,Random
22738,3168,4,CONTRIBUTOR,42211,NO,angular,Random
22739,NA,4,NONE,NA,YES,angular,Random
22744,1,4,MEMBER,NA,NO,angular,Random
2275,423,5,MEMBER,NA,NO,angular,Random
22755,133,1,CONTRIBUTOR,NA,NO,angular,Random
22756,NA,4,NONE,NA,YES,angular,Random
22759,694,7,MEMBER,NA,NO,angular,Random
22762,NA,5,NONE,NA,YES,angular,Random
22767,NA,0,NONE,NA,YES,angular,Random
2277,6,7,NONE,NA,NO,angular,Random
22770,23,8,MEMBER,NA,NO,angular,Random
22772,128,7,CONTRIBUTOR,NA,NO,angular,Random
22782,19,6,CONTRIBUTOR,NA,NO,angular,Random
22788,115,2,MEMBER,NA,NO,angular,Random
22792,3814,8,NONE,NA,YES,angular,Random
22796,NA,4,CONTRIBUTOR,NA,YES,angular,Random
22814,113,11,CONTRIBUTOR,NA,NO,angular,Random
22816,44,6,NONE,NA,YES,angular,Random
2283,4,2,MEMBER,NA,NO,angular,Random
22833,44,6,CONTRIBUTOR,NA,NO,angular,Random
2285,4,2,CONTRIBUTOR,7208,NO,angular,Random
2286,9,1,CONTRIBUTOR,216296,NO,angular,Random
22867,1397,2,MEMBER,NA,NO,angular,Random
22868,16,2,NONE,NA,NO,angular,Random
22890,636,3,CONTRIBUTOR,31899326,NO,angular,Random
22895,1,2,NONE,NA,YES,angular,Random
22898,NA,4,CONTRIBUTOR,NA,YES,angular,Random
22909,162,5,NONE,NA,NO,angular,Random
2291,1371,2,MEMBER,838736,YES,angular,Random
22915,1301,4,CONTRIBUTOR,31675481,NO,angular,Random
22936,2,2,CONTRIBUTOR,NA,NO,angular,Random
22941,1313,3,NONE,NA,YES,angular,Random
22947,161,2,NONE,NA,YES,angular,Random
22949,495,4,NONE,NA,YES,angular,Random
2295,0,1,CONTRIBUTOR,NA,NO,angular,Random
22956,NA,1,NONE,NA,YES,angular,Random
22957,154,7,NONE,NA,YES,angular,Random
22961,117,7,CONTRIBUTOR,NA,NO,angular,Random
22962,2,2,NONE,NA,YES,angular,Random
22976,2,2,NONE,NA,YES,angular,Random
2298,1038,3,CONTRIBUTOR,690815,YES,angular,Random
22980,4,7,NONE,NA,YES,angular,Random
23016,NA,1,CONTRIBUTOR,NA,YES,angular,Random
23023,1585,7,NONE,NA,YES,angular,Random
23030,142,8,CONTRIBUTOR,NA,NO,angular,Random
23044,1,2,CONTRIBUTOR,NA,NO,angular,Random
23052,189,2,NONE,NA,NO,angular,Random
23060,1283,2,NONE,42211,YES,angular,Random
23061,1692,4,NONE,NA,YES,angular,Random
23088,120,2,CONTRIBUTOR,NA,NO,angular,Random
2309,224,8,CONTRIBUTOR,2081709,YES,angular,Random
23098,73,9,CONTRIBUTOR,NA,NO,angular,Random
23101,3,4,MEMBER,NA,NO,angular,Random
23124,NA,0,CONTRIBUTOR,NA,YES,angular,Random
23125,1,3,NONE,NA,YES,angular,Random
23129,44,1,CONTRIBUTOR,NA,NO,angular,Random
23143,0,5,NONE,NA,NO,angular,Random
23154,18,2,CONTRIBUTOR,NA,NO,angular,Random
23159,1,3,NONE,NA,NO,angular,Random
23161,5,1,MEMBER,NA,NO,angular,Random
23166,6,4,NONE,NA,NO,angular,Random
23172,28,3,NONE,NA,YES,angular,Random
23182,2190,9,CONTRIBUTOR,NA,YES,angular,Random
23194,151,3,MEMBER,NA,NO,angular,Random
23198,NA,4,NONE,NA,YES,angular,Random
2320,1015,5,CONTRIBUTOR,690815,YES,angular,Random
23202,49,4,NONE,NA,YES,angular,Random
23203,1971,2,NONE,NA,YES,angular,Random
23240,132,4,NONE,8604205,YES,angular,Random
23242,130,7,NONE,NA,NO,angular,Random
23253,NA,0,CONTRIBUTOR,NA,YES,angular,Random
23272,8,6,MEMBER,NA,NO,angular,Random
23275,1,4,CONTRIBUTOR,NA,NO,angular,Random
2328,43,1,CONTRIBUTOR,613610,NO,angular,Random
23281,NA,1,CONTRIBUTOR,47395,YES,angular,Random
23298,29,22,MEMBER,NA,NO,angular,Random
23308,33,2,CONTRIBUTOR,NA,YES,angular,Random
23312,56,6,MEMBER,NA,NO,angular,Random
23313,0,4,NONE,NA,NO,angular,Random
23314,32,13,NONE,NA,NO,angular,Random
23318,7,2,CONTRIBUTOR,NA,NO,angular,Random
23323,15,1,NONE,NA,NO,angular,Random
23324,11,7,CONTRIBUTOR,NA,NO,angular,Random
23325,158,6,NONE,NA,YES,angular,Random
23329,NA,2,CONTRIBUTOR,22898577,YES,angular,Random
23331,1,2,MEMBER,NA,NO,angular,Random
23343,13,3,NONE,NA,NO,angular,Random
2335,670,11,CONTRIBUTOR,4161445,YES,angular,Random
23356,0,2,NONE,NA,NO,angular,Random
23358,6,7,NONE,NA,NO,angular,Random
23394,3,2,NONE,NA,NO,angular,Random
23407,14,3,CONTRIBUTOR,NA,NO,angular,Random
23410,12,2,NONE,NA,NO,angular,Random
23420,5,2,NONE,NA,NO,angular,Random
23424,2315,5,CONTRIBUTOR,42211,NO,angular,Random
23430,1041,3,NONE,NA,YES,angular,Random
23439,1624,5,NONE,42211,NO,angular,Random
23440,1,1,CONTRIBUTOR,NA,NO,angular,Random
23450,2,1,NONE,NA,NO,angular,Random
23454,5,3,NONE,NA,NO,angular,Random
23462,18,2,NONE,NA,NO,angular,Random
23472,99,3,NONE,NA,YES,angular,Random
23483,0,1,NONE,NA,NO,angular,Random
